index,创作者ID,创作者名称_x,是否官方_x,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率,创作者名称_y,是否官方_y,classif
462,57b988c5493303213edd22b7,FN撸铁小学生和左一,[false],8.0,326.0,676.0,257.0,291.0,7.0,182.0,479.0,121.0,125.0,27.0,32.0,1812.0,3608.0,57.0,164.0,0.18,0.56,0.31,0.9,FN撸铁小学生和左一,[false],1
463,601a8aab650b9c2bd6b43a3a,六六爱健身吖,[false],2.0,318.0,554.0,260.0,278.0,2.0,175.0,328.0,125.0,126.0,13.0,13.0,1040.0,2028.0,33.0,140.0,0.07,0.55,0.19,0.8,六六爱健身吖,[false],2
464,573c0be149eb01d505563446,Deeena,[false],5.0,315.0,523.0,202.0,219.0,5.0,185.0,364.0,96.0,105.0,15.0,23.0,1230.0,2356.0,52.0,159.0,0.12,0.59,0.28,0.86,Deeena,[false],2
465,623a9dcb7a2da10001b466d5,大方的風涼女子,[false],11.0,308.0,530.0,307.0,482.0,10.0,95.0,165.0,94.0,119.0,12.0,2.0,1138.0,3414.0,9.0,69.0,0.02,0.31,0.09,0.73,大方的風涼女子,[false],2
466,5b4e0e281cf3d16f2802f807,迟恺Chikai,[false],7.0,305.0,860.0,151.0,188.0,7.0,229.0,751.0,93.0,107.0,17.0,42.0,1461.0,3455.0,76.0,192.0,0.18,0.75,0.33,0.84,迟恺Chikai,[false],1
468,623a9ee559b00e00011b261a,爱运动爱撸铁,[false],3.0,303.0,387.0,303.0,327.0,3.0,155.0,204.0,155.0,155.0,31.0,13.0,1692.0,2978.0,31.0,126.0,0.08,0.51,0.2,0.81,爱运动爱撸铁,[false],2
469,623a9db04b9194000170718c,睿智的不喜欢何必死缠烂打,[false],16.0,293.0,389.0,289.0,335.0,14.0,185.0,237.0,182.0,185.0,27.0,5.0,1893.0,3378.0,29.0,151.0,0.03,0.63,0.16,0.82,睿智的不喜欢何必死缠烂打,[false],2
470,623a9db67a2da10001b46596,风趣幽默的相思入骨,[false],11.0,293.0,382.0,286.0,297.0,10.0,210.0,256.0,204.0,206.0,15.0,9.0,1022.0,1831.0,16.0,165.0,0.04,0.72,0.08,0.79,风趣幽默的相思入骨,[false],2
471,5b44d0aae666866a53805d89,笔立Fit,[false],1.0,291.0,699.0,125.0,148.0,1.0,276.0,728.0,125.0,125.0,31.0,46.0,783.0,2235.0,94.0,216.0,0.17,0.95,0.34,0.78,笔立Fit,[false],1
472,56c9bce21ffa1e263cf643d3,努力练翘臀的爱丽儿,[false],7.0,289.0,666.0,155.0,220.0,7.0,172.0,433.0,69.0,105.0,9.0,36.0,3467.0,7678.0,43.0,154.0,0.21,0.6,0.25,0.9,努力练翘臀的爱丽儿,[false],1
475,623a9ed7ca0ace00010ffce8,勤奋的浪世,[false],2.0,257.0,374.0,253.0,270.0,2.0,230.0,290.0,230.0,236.0,32.0,23.0,638.0,1187.0,32.0,150.0,0.1,0.89,0.14,0.65,勤奋的浪世,[false],2
477,569cf835b55798a02f80c31a,王小懒爱吃肉,[false],5.0,247.0,580.0,122.0,131.0,5.0,287.0,647.0,154.0,159.0,32.0,61.0,954.0,2239.0,102.0,254.0,0.21,1.16,0.36,0.89,王小懒爱吃肉,[false],1
478,5e5c90d2d20f9c4dddf47a3c,Koach-Freda帆帆,[false],4.0,245.0,366.0,211.0,231.0,4.0,95.0,176.0,68.0,71.0,11.0,4.0,1186.0,2154.0,23.0,68.0,0.04,0.39,0.24,0.72,Koach-Freda帆帆,[false],2
479,573053fa8e32601f4b42d878,人生就是乌鸦与喜鹊的二重唱,[false],3.0,239.0,442.0,176.0,208.0,3.0,234.0,486.0,159.0,161.0,27.0,27.0,1109.0,2161.0,61.0,169.0,0.12,0.98,0.26,0.72,人生就是乌鸦与喜鹊的二重唱,[false],2
480,61a6c430e560e80001803306,中国健美协会,[false],5.0,231.0,1826.0,231.0,454.0,5.0,184.0,1680.0,184.0,385.0,149.0,47.0,779.0,4307.0,51.0,120.0,0.26,0.8,0.28,0.65,中国健美协会,[false],1
481,5a7dae26e66686127446a3b7,ZeraJia,[false],1.0,221.0,484.0,33.0,34.0,1.0,213.0,464.0,28.0,28.0,3.0,92.0,751.0,1884.0,86.0,196.0,0.43,0.96,0.4,0.92,ZeraJia,[false],1
482,5b06e8d2fe6e4319cd3dcea8,Koach秦兰Queen,[false],6.0,205.0,328.0,150.0,172.0,6.0,121.0,207.0,71.0,77.0,8.0,16.0,922.0,1868.0,29.0,102.0,0.13,0.59,0.24,0.84,Koach秦兰Queen,[false],2
483,56815662672b8b753fcdddd1,健身甜心朵丽丝,[false],6.0,199.0,405.0,149.0,168.0,6.0,113.0,280.0,71.0,71.0,18.0,27.0,1250.0,2663.0,44.0,103.0,0.24,0.57,0.39,0.91,健身甜心朵丽丝,[false],1
484,5e7c6194b02f9a09f3d3c373,杨淼淼Yami,[false],7.0,188.0,279.0,146.0,164.0,7.0,84.0,142.0,57.0,62.0,7.0,7.0,812.0,1564.0,16.0,70.0,0.08,0.45,0.19,0.83,杨淼淼Yami,[false],2
485,623a9ed1258c930001e97586,百折不挠的孤久则惯,[false],2.0,186.0,218.0,186.0,201.0,2.0,139.0,161.0,139.0,143.0,10.0,41.0,1343.0,3203.0,10.0,91.0,0.29,0.75,0.07,0.65,百折不挠的孤久则惯,[false],2
486,5722e3adcb178a6202b6f061,Sara苏笑,[false],1.0,184.0,318.0,167.0,177.0,1.0,135.0,247.0,117.0,118.0,12.0,3.0,823.0,1448.0,19.0,106.0,0.02,0.73,0.14,0.79,Sara苏笑,[false],2
487,5fdad98290e13b48b40260b0,观心实验室,[false],28.0,183.0,1190.0,59.0,191.0,28.0,147.0,906.0,45.0,139.0,22.0,68.0,647.0,3382.0,57.0,132.0,0.46,0.8,0.39,0.9,观心实验室,[false],1
488,58a98c804933034fdd5c82bf,夏石花开i,[false],11.0,182.0,398.0,122.0,131.0,11.0,235.0,469.0,175.0,175.0,22.0,33.0,809.0,1706.0,58.0,168.0,0.14,1.29,0.25,0.71,夏石花开i,[false],2
489,623a9dae2bfd5a0001901855,乐观的七颜,[false],26.0,175.0,226.0,168.0,184.0,25.0,137.0,176.0,130.0,137.0,19.0,6.0,1450.0,2827.0,23.0,115.0,0.04,0.78,0.17,0.84,乐观的七颜,[false],2
490,623a9ed8d611d60001c0ff24,睿智的文质彬彬的相见不如怀念,[false],2.0,161.0,212.0,156.0,168.0,2.0,114.0,138.0,114.0,119.0,11.0,3.0,602.0,991.0,11.0,80.0,0.03,0.71,0.1,0.7,睿智的文质彬彬的相见不如怀念,[false],2
491,623a9ee37a2da10001b47605,成熟稳重的大叔呀,[false],5.0,157.0,187.0,157.0,165.0,5.0,85.0,105.0,85.0,88.0,8.0,11.0,1320.0,2314.0,8.0,70.0,0.13,0.54,0.09,0.82,成熟稳重的大叔呀,[false],2
492,56e443a81211b51505a11acd,Anson董祺,[false],4.0,155.0,279.0,102.0,114.0,4.0,104.0,204.0,54.0,54.0,9.0,21.0,607.0,1153.0,32.0,94.0,0.2,0.67,0.31,0.9,Anson董祺,[false],1
493,5583edf90a562b43c047776a,imserein柚子呦呦,[false],2.0,153.0,312.0,76.0,81.0,2.0,113.0,241.0,48.0,49.0,11.0,17.0,785.0,1798.0,35.0,79.0,0.15,0.74,0.31,0.7,imserein柚子呦呦,[false],2
495,5a015aeb1cf3d178fd14be02,linda重新来,[false],8.0,150.0,407.0,105.0,118.0,7.0,186.0,460.0,145.0,145.0,26.0,20.0,696.0,1462.0,48.0,145.0,0.11,1.24,0.26,0.78,linda重新来,[false],2
496,5502ae47ab2c7c5b30ede09e,麻豆楠姐,[false],1.0,146.0,354.0,112.0,117.0,1.0,108.0,251.0,83.0,83.0,15.0,10.0,380.0,886.0,28.0,95.0,0.09,0.74,0.26,0.88,麻豆楠姐,[false],2
497,57792244052b084805662a55,诗诗的跑步日记,[false],3.0,144.0,331.0,106.0,126.0,3.0,92.0,257.0,55.0,57.0,12.0,25.0,709.0,1691.0,35.0,84.0,0.27,0.64,0.38,0.91,诗诗的跑步日记,[false],1
499,5c84a7357511ce17b2bb9134,运动员黄子文,[false],2.0,136.0,147.0,136.0,145.0,1.0,35.0,36.0,35.0,35.0,1.0,0.0,717.0,1386.0,1.0,28.0,0.0,0.26,0.03,0.8,运动员黄子文,[false],2
501,56cc8614e7d0d02005c6f556,Sherry002呀,[false],4.0,135.0,244.0,98.0,117.0,4.0,91.0,171.0,53.0,58.0,8.0,16.0,697.0,1432.0,21.0,81.0,0.18,0.67,0.23,0.89,Sherry002呀,[false],2
502,57c01b2364d328a8526344ec,俊那个逸,[false],3.0,134.0,159.0,134.0,147.0,3.0,117.0,133.0,117.0,123.0,9.0,3.0,898.0,1686.0,9.0,76.0,0.03,0.87,0.08,0.65,俊那个逸,[false],2
503,5ada78147511ce594a2a5c21,边赛远,[false],1.0,132.0,388.0,114.0,186.0,1.0,60.0,243.0,42.0,61.0,14.0,11.0,1459.0,3478.0,28.0,51.0,0.18,0.45,0.47,0.85,边赛远,[false],1
504,5f02c9fa2bc2367f97f986f9,小李茜POP,[false],1.0,127.0,218.0,109.0,113.0,1.0,76.0,142.0,58.0,58.0,8.0,14.0,361.0,694.0,16.0,48.0,0.18,0.6,0.21,0.63,小李茜POP,[false],2
507,579c1af24be7a57706be3162,Koach-Coco,[false],3.0,120.0,238.0,82.0,97.0,1.0,64.0,155.0,40.0,40.0,8.0,11.0,711.0,1241.0,18.0,51.0,0.17,0.53,0.28,0.8,Koach-Coco,[false],2
508,623a9ed8e261b900018e6958,风趣幽默的旧街凉风,[false],1.0,117.0,139.0,117.0,129.0,1.0,93.0,100.0,93.0,93.0,6.0,14.0,1354.0,2605.0,6.0,58.0,0.15,0.79,0.06,0.62,风趣幽默的旧街凉风,[false],2
509,57b2ee7e48cdf09e07b58813,Koach冰糖汪,[false],16.0,117.0,168.0,50.0,53.0,1.0,46.0,70.0,12.0,12.0,2.0,12.0,559.0,1076.0,15.0,38.0,0.26,0.39,0.33,0.83,Koach冰糖汪,[false],1
510,623a9ee4eb4bb10001af6ca5,可爱的蛋酥软妹,[false],6.0,111.0,126.0,111.0,124.0,6.0,52.0,59.0,52.0,57.0,2.0,2.0,934.0,1529.0,2.0,37.0,0.04,0.47,0.04,0.71,可爱的蛋酥软妹,[false],2
511,5795c5db27d7893b052baebe,鉴霖-Lee,[false],1.0,109.0,209.0,72.0,79.0,1.0,78.0,160.0,46.0,46.0,8.0,13.0,413.0,871.0,19.0,63.0,0.17,0.72,0.24,0.81,鉴霖-Lee,[false],2
512,623a9db6e261b900018e5a19,内向的月盈则亏,[false],17.0,107.0,133.0,106.0,127.0,14.0,64.0,90.0,62.0,72.0,5.0,2.0,858.0,1927.0,5.0,49.0,0.03,0.6,0.08,0.77,内向的月盈则亏,[false],2
513,5ab48ee61cf3d1657266fa37,_Janekim_,[false],1.0,105.0,171.0,98.0,121.0,1.0,22.0,54.0,16.0,19.0,4.0,5.0,3642.0,6354.0,6.0,21.0,0.23,0.21,0.27,0.95,_Janekim_,[false],1
514,623a9db559b00e00011b15e4,直率的花溪信马,[false],4.0,100.0,135.0,98.0,113.0,4.0,57.0,81.0,56.0,61.0,8.0,0.0,402.0,944.0,8.0,40.0,0.0,0.57,0.14,0.7,直率的花溪信马,[false],2
515,5d3156f9b52fab0ccee12d56,Jenniing,[false],3.0,98.0,171.0,74.0,76.0,3.0,68.0,133.0,43.0,43.0,8.0,8.0,509.0,919.0,17.0,57.0,0.12,0.69,0.25,0.84,Jenniing,[false],2
516,59a026e4094afb50e5cd0af8,亚小男呀_,[false],1.0,96.0,218.0,60.0,65.0,1.0,79.0,186.0,42.0,42.0,10.0,13.0,302.0,678.0,33.0,72.0,0.16,0.82,0.42,0.91,亚小男呀_,[false],1
518,5a35b82e7511ce733457eda6,瑜伽小仙女呀,[false],1.0,87.0,318.0,51.0,58.0,1.0,79.0,268.0,48.0,48.0,12.0,8.0,214.0,644.0,35.0,57.0,0.1,0.91,0.44,0.72,瑜伽小仙女呀,[false],2
520,593a95ff31f116222fb06fac,佳音女,[false],2.0,81.0,236.0,52.0,57.0,2.0,43.0,173.0,20.0,20.0,4.0,10.0,318.0,750.0,22.0,40.0,0.23,0.53,0.51,0.93,佳音女,[false],1
521,5b7188bfe666867f4a94c2d9,阿七教你瘦,[false],6.0,75.0,394.0,43.0,85.0,5.0,50.0,270.0,15.0,25.0,8.0,17.0,268.0,1926.0,35.0,41.0,0.34,0.67,0.7,0.82,阿七教你瘦,[false],1
523,56e03784346d5a1205c09712,老兵69,[false],2.0,69.0,121.0,54.0,56.0,2.0,40.0,86.0,24.0,25.0,6.0,8.0,407.0,825.0,15.0,32.0,0.2,0.58,0.38,0.8,老兵69,[false],1
524,560a88d664d2c2d8f71f0cd6,Lynn仔在这儿,[false],2.0,67.0,98.0,55.0,58.0,2.0,26.0,72.0,17.0,17.0,2.0,4.0,443.0,767.0,5.0,24.0,0.15,0.39,0.19,0.92,Lynn仔在这儿,[false],2
525,565f0f15e104bb3f053c82e6,何尧Feynman,[false],1.0,67.0,81.0,53.0,56.0,1.0,32.0,40.0,26.0,26.0,1.0,2.0,228.0,387.0,3.0,27.0,0.06,0.48,0.09,0.84,何尧Feynman,[false],2
526,623a9da67f3874000182a2b0,侠义的♚如初i,[false],1.0,66.0,120.0,58.0,70.0,1.0,32.0,60.0,25.0,25.0,11.0,8.0,363.0,864.0,15.0,30.0,0.25,0.48,0.47,0.94,侠义的♚如初i,[false],1
527,5ebc9892b52fab3e4d17734e,芭蕾王子Julian,[false],14.0,63.0,228.0,25.0,59.0,14.0,48.0,159.0,21.0,46.0,4.0,9.0,518.0,1979.0,12.0,43.0,0.19,0.76,0.25,0.9,芭蕾王子Julian,[false],2
528,5e86b4dd790b9317667e257f,十点课堂,[false],29.0,62.0,486.0,19.0,46.0,22.0,42.0,375.0,11.0,27.0,6.0,16.0,597.0,1990.0,25.0,36.0,0.38,0.68,0.6,0.86,十点课堂,[false],1
529,57d197cd4933031ef452a8be,孕产小9,[false],20.0,58.0,229.0,22.0,73.0,20.0,35.0,125.0,17.0,43.0,5.0,7.0,580.0,2113.0,10.0,30.0,0.2,0.6,0.29,0.86,孕产小9,[false],1
530,5f97fdc7d9e7c4253a468557,James赵健康,[false],5.0,56.0,153.0,36.0,65.0,5.0,39.0,94.0,26.0,43.0,5.0,6.0,703.0,1422.0,6.0,25.0,0.15,0.7,0.15,0.64,James赵健康,[false],2
531,5537e7593eeaae0a095b1be7,PEIYUE佩悦,[false],2.0,54.0,124.0,35.0,38.0,2.0,38.0,104.0,21.0,21.0,3.0,4.0,323.0,801.0,11.0,37.0,0.11,0.7,0.29,0.97,PEIYUE佩悦,[false],2
532,55d31d83792f888e81c37484,Lynnlinmm,[false],1.0,49.0,57.0,36.0,38.0,1.0,36.0,41.0,24.0,24.0,2.0,4.0,279.0,458.0,3.0,31.0,0.11,0.73,0.08,0.86,Lynnlinmm,[false],2
534,56c53488a4af7fe26bbb71c2,抹茶小朵,[false],1.0,48.0,110.0,29.0,35.0,1.0,32.0,78.0,15.0,15.0,4.0,8.0,257.0,689.0,14.0,28.0,0.25,0.67,0.44,0.88,抹茶小朵,[false],1
535,5e5f8de5b02f9a19bd4faa55,随缘瑜伽小课堂,[false],1.0,42.0,60.0,29.0,30.0,1.0,26.0,41.0,17.0,17.0,1.0,3.0,157.0,295.0,4.0,23.0,0.12,0.62,0.15,0.88,随缘瑜伽小课堂,[false],2
538,56caf9c00513dd220531a651,Angelica杜杜,[false],1.0,33.0,39.0,23.0,27.0,1.0,34.0,43.0,26.0,26.0,1.0,3.0,187.0,300.0,4.0,28.0,0.09,1.03,0.12,0.82,Angelica杜杜,[false],2
541,5ac7924de666864ca1e2e299,ZIRUYIN-跟佩丝健身,[false],1.0,32.0,36.0,28.0,32.0,1.0,31.0,36.0,24.0,24.0,2.0,1.0,122.0,237.0,3.0,26.0,0.03,0.97,0.1,0.84,ZIRUYIN-跟佩丝健身,[false],2
544,6195bd2514bfcd286c52f603,白山山_Shanshan,[false],1.0,27.0,39.0,27.0,30.0,1.0,12.0,21.0,12.0,12.0,2.0,1.0,187.0,314.0,2.0,7.0,0.08,0.44,0.17,0.58,白山山_Shanshan,[false],2
546,6052a92ba78eee41a7263e88,Paris-叶子,[false],1.0,25.0,42.0,21.0,24.0,1.0,23.0,43.0,20.0,20.0,5.0,4.0,252.0,428.0,7.0,21.0,0.17,0.92,0.3,0.91,Paris-叶子,[false],2
547,56df8c35e48fcbd4579bbc4d,五花大绑的五花肉,[false],3.0,24.0,96.0,8.0,9.0,2.0,14.0,69.0,2.0,2.0,1.0,6.0,54.0,205.0,9.0,11.0,0.43,0.58,0.64,0.79,五花大绑的五花肉,[false],1
548,624162d0c2fa8b000172c193,FILA_斐乐,[false],1.0,23.0,26.0,23.0,25.0,1.0,12.0,13.0,12.0,12.0,1.0,1.0,294.0,470.0,1.0,12.0,0.08,0.52,0.08,1.0,FILA_斐乐,[false],2
551,5e09f45cd20f9c6f30d407b7,关注小天同学,[false],9.0,19.0,40.0,0.0,0.0,5.0,47.0,275.0,34.0,48.0,21.0,13.0,48.0,118.0,19.0,5.0,0.28,2.47,0.4,0.11,关注小天同学,[false],1
552,5b87bc657511ce13dba5eaf7,壹心理学堂,[false],1.0,17.0,81.0,10.0,30.0,1.0,13.0,44.0,8.0,15.0,5.0,4.0,107.0,1200.0,6.0,10.0,0.31,0.76,0.46,0.77,壹心理学堂,[false],1
553,560dc3b0b6dd35f772ef28dc,金紫亦,[false],1.0,16.0,79.0,10.0,25.0,1.0,9.0,43.0,3.0,9.0,2.0,2.0,72.0,405.0,5.0,8.0,0.22,0.56,0.56,0.89,金紫亦,[false],1
555,56cd0d400b63c2d81ba64436,覃迷瞪,[true],1.0,15.0,49.0,4.0,4.0,1.0,12.0,45.0,3.0,3.0,1.0,4.0,65.0,151.0,7.0,11.0,0.33,0.8,0.58,0.92,覃迷瞪,[true],1
556,5538ddeb4e26423463bde7bd,暴走小姐,[false],1.0,12.0,39.0,10.0,10.0,1.0,7.0,33.0,5.0,5.0,2.0,2.0,112.0,207.0,4.0,7.0,0.29,0.58,0.57,1.0,暴走小姐,[false],1
562,5af2b30c7511ce46adaf5012,JenniferMore,[false],1.0,8.0,22.0,6.0,10.0,1.0,5.0,15.0,4.0,5.0,1.0,1.0,60.0,169.0,2.0,3.0,0.2,0.63,0.4,0.6,JenniferMore,[false],1
563,5bbd2930e666862f7dc39c7e,SBODY运动研究室,[false],2.0,7.0,40.0,4.0,5.0,2.0,6.0,37.0,1.0,2.0,1.0,3.0,70.0,200.0,5.0,6.0,0.5,0.86,0.83,1.0,SBODY运动研究室,[false],1
568,5a6b52a11cf3d11ede9baf1b,Ibuki_Imata,[false],2.0,6.0,39.0,4.0,23.0,2.0,5.0,17.0,4.0,9.0,2.0,1.0,26.0,122.0,2.0,5.0,0.2,0.83,0.4,1.0,Ibuki_Imata,[false],1
