创作者ID,创作者名称,是否官方,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率
5701ec2daae36e4f7105442c,偶不偶买噶,[false],24.00 ,17567.00 ,30409.00 ,15487.00 ,18436.00 ,24.00 ,12388.00 ,22007.00 ,10488.00 ,11339.00 ,2153.00 ,1577.00 ,71130.00 ,177339.00 ,2863.00 ,11150.00 ,0.13 ,0.71 ,0.23 ,0.90 
61093581d9e7c447ef27d46c,不抽烟喝酒的刘世柏,[false],2.00 ,17380.00 ,33769.00 ,15090.00 ,16552.00 ,2.00 ,13567.00 ,27772.00 ,11392.00 ,11425.00 ,2464.00 ,1710.00 ,29618.00 ,74709.00 ,3756.00 ,11425.00 ,0.13 ,0.78 ,0.28 ,0.84 
5bf537af1cf3d11977f75df4,小_幸Yogi,[false],87.00 ,17292.00 ,45666.00 ,12443.00 ,16684.00 ,87.00 ,11670.00 ,33183.00 ,7485.00 ,9335.00 ,2135.00 ,3004.00 ,41763.00 ,139587.00 ,3971.00 ,10087.00 ,0.26 ,0.67 ,0.34 ,0.86 
61024edd2bc23605c1a8b55c,KellyGale超模健身,[false],43.00 ,17292.00 ,58678.00 ,12682.00 ,17512.00 ,43.00 ,14450.00 ,50792.00 ,10162.00 ,13036.00 ,4126.00 ,4424.00 ,46925.00 ,193239.00 ,6329.00 ,13190.00 ,0.31 ,0.84 ,0.44 ,0.91 
5b85e7d0fe6e4329eb4e42a6,雷文文小姐,[false],71.00 ,16884.00 ,36652.00 ,12953.00 ,14986.00 ,71.00 ,11183.00 ,26281.00 ,8305.00 ,9060.00 ,1799.00 ,1474.00 ,55365.00 ,141297.00 ,3233.00 ,9097.00 ,0.13 ,0.66 ,0.29 ,0.81 
5be97e6e7511ce4c89bb3cad,MidoriLau,[false],29.00 ,16526.00 ,41051.00 ,9986.00 ,11756.00 ,29.00 ,11045.00 ,31446.00 ,5553.00 ,5981.00 ,1644.00 ,2335.00 ,57402.00 ,164781.00 ,4400.00 ,9225.00 ,0.21 ,0.67 ,0.40 ,0.84 
623a9d69eaf6fb00010ec8ba,大方的愈合了心情ヽ,[false],38.00 ,15725.00 ,22267.00 ,15105.00 ,16891.00 ,36.00 ,13085.00 ,17841.00 ,12537.00 ,13151.00 ,1574.00 ,641.00 ,42923.00 ,83753.00 ,1735.00 ,9407.00 ,0.05 ,0.83 ,0.13 ,0.72 
623a9d3aeb4bb10001af5599,侠义的删除、过去,[false],47.00 ,15724.00 ,25245.00 ,14407.00 ,16620.00 ,44.00 ,10599.00 ,17142.00 ,9477.00 ,9959.00 ,1542.00 ,610.00 ,48443.00 ,101752.00 ,1913.00 ,7867.00 ,0.06 ,0.67 ,0.18 ,0.74 
5708cc1167f548f77999c0be,大萌mon,[false],8.00 ,15659.00 ,29432.00 ,12064.00 ,13023.00 ,8.00 ,12080.00 ,21985.00 ,9534.00 ,9642.00 ,1761.00 ,1470.00 ,32751.00 ,72869.00 ,2956.00 ,10035.00 ,0.12 ,0.77 ,0.24 ,0.83 
56e7e27db2a18722055aafcb,碧小仙er,[false],19.00 ,15488.00 ,46107.00 ,9060.00 ,10458.00 ,19.00 ,10807.00 ,37257.00 ,4801.00 ,5059.00 ,1412.00 ,3342.00 ,35922.00 ,114248.00 ,5057.00 ,9535.00 ,0.31 ,0.70 ,0.47 ,0.88 
584429934933031d9fe7c3ef,Koach楠神,"[false,true]",601.00 ,15193.00 ,41698.00 ,8702.00 ,9907.00 ,43.00 ,8158.00 ,22469.00 ,5472.00 ,5858.00 ,1381.00 ,1806.00 ,44666.00 ,145630.00 ,2873.00 ,7001.00 ,0.22 ,0.54 ,0.35 ,0.86 
59cb95efe666864e3ee286e7,露娜丽塔,[false],13.00 ,14930.00 ,33844.00 ,10504.00 ,11475.00 ,13.00 ,10338.00 ,25845.00 ,6549.00 ,6644.00 ,1270.00 ,1775.00 ,38210.00 ,93941.00 ,3218.00 ,8695.00 ,0.17 ,0.69 ,0.31 ,0.84 
623a9da839df4500012051ef,浪漫的心梗,[false],53.00 ,14800.00 ,25426.00 ,14016.00 ,15397.00 ,47.00 ,10632.00 ,18168.00 ,10105.00 ,10329.00 ,2105.00 ,641.00 ,59158.00 ,114710.00 ,2368.00 ,8707.00 ,0.06 ,0.72 ,0.22 ,0.82 
59f6dc727511ce076ee16448,Koach罗罗,[false],184.00 ,14684.00 ,29661.00 ,11421.00 ,13440.00 ,23.00 ,9541.00 ,20709.00 ,7412.00 ,8230.00 ,1606.00 ,1365.00 ,49409.00 ,115381.00 ,2582.00 ,7814.00 ,0.14 ,0.65 ,0.27 ,0.82 
5b39e56a1cf3d10cd2f51010,Elaine丰儿,[false],26.00 ,14365.00 ,25327.00 ,11916.00 ,15530.00 ,26.00 ,4187.00 ,9355.00 ,2758.00 ,3057.00 ,679.00 ,509.00 ,35716.00 ,112843.00 ,1178.00 ,3274.00 ,0.12 ,0.29 ,0.28 ,0.78 
5b03ae30fe6e4319cd39c841,诗小凡呢,[false],22.00 ,14319.00 ,21669.00 ,13444.00 ,14977.00 ,22.00 ,7210.00 ,12108.00 ,6580.00 ,6836.00 ,1127.00 ,590.00 ,39158.00 ,83132.00 ,1402.00 ,5930.00 ,0.08 ,0.50 ,0.19 ,0.82 
62540217cbdc47000109c161,Koach_Leo,[true],1.00 ,14210.00 ,24148.00 ,14157.00 ,18035.00 ,1.00 ,5516.00 ,9712.00 ,5513.00 ,5518.00 ,1666.00 ,794.00 ,41276.00 ,112392.00 ,1673.00 ,3885.00 ,0.14 ,0.39 ,0.30 ,0.70 
5be55a11fe6e4374d3165863,Koach-RacheL,[false],135.00 ,14107.00 ,32149.00 ,1203.00 ,1411.00 ,10.00 ,1127.00 ,2167.00 ,743.00 ,751.00 ,128.00 ,144.00 ,37179.00 ,119148.00 ,287.00 ,1014.00 ,0.13 ,0.08 ,0.25 ,0.90 
623a9dcd1e3e850001b37a00,专注的烟徒,[false],31.00 ,13683.00 ,25482.00 ,12151.00 ,15633.00 ,31.00 ,9725.00 ,17144.00 ,9330.00 ,10667.00 ,1909.00 ,658.00 ,28136.00 ,69564.00 ,1924.00 ,7211.00 ,0.07 ,0.71 ,0.20 ,0.74 
551bbd16ed487d8f2b617f3d,Jessie被注册了,[false],11.00 ,13494.00 ,30004.00 ,6205.00 ,7274.00 ,10.00 ,10554.00 ,23995.00 ,3905.00 ,4017.00 ,803.00 ,3249.00 ,45858.00 ,140901.00 ,3786.00 ,9462.00 ,0.31 ,0.78 ,0.36 ,0.90 
551b5d8eed487d8f2b616e7b,___长腿姑娘,[false],62.00 ,13484.00 ,26599.00 ,10934.00 ,12785.00 ,62.00 ,7856.00 ,18196.00 ,5842.00 ,6471.00 ,1163.00 ,1172.00 ,53283.00 ,130433.00 ,2105.00 ,6251.00 ,0.15 ,0.58 ,0.27 ,0.80 
596a95b32881d744d4fcc76e,伊忘公里,[false],12.00 ,13392.00 ,31263.00 ,10863.00 ,12972.00 ,12.00 ,8333.00 ,21800.00 ,6073.00 ,6296.00 ,1726.00 ,1626.00 ,33471.00 ,105979.00 ,3083.00 ,6719.00 ,0.20 ,0.62 ,0.37 ,0.81 
623a9da68b995800014059e6,睿智的乱弹琵琶,[false],23.00 ,13374.00 ,27018.00 ,12488.00 ,14774.00 ,23.00 ,11198.00 ,22086.00 ,10594.00 ,11992.00 ,2712.00 ,1120.00 ,48978.00 ,115285.00 ,2862.00 ,9364.00 ,0.10 ,0.84 ,0.26 ,0.84 
58b1a9c931f11659b69dfc5a,Koach小陈,[false],461.00 ,12768.00 ,58111.00 ,15.00 ,30.00 ,6.00 ,43.00 ,151.00 ,11.00 ,22.00 ,4.00 ,13.00 ,29062.00 ,152602.00 ,15.00 ,39.00 ,0.30 ,0.00 ,0.35 ,0.91 
5577fd4384b61bff533c3133,进击的顺利,[false],63.00 ,12485.00 ,37174.00 ,9943.00 ,16080.00 ,64.00 ,8367.00 ,27360.00 ,6083.00 ,9267.00 ,2026.00 ,1707.00 ,70996.00 ,234349.00 ,2686.00 ,7456.00 ,0.20 ,0.67 ,0.32 ,0.89 
5f30e6b6d9e7c450644afa6d,Keep直播课,"[true,false]",212.00 ,12446.00 ,28733.00 ,7471.00 ,10095.00 ,38.00 ,5669.00 ,14369.00 ,3935.00 ,4602.00 ,991.00 ,1374.00 ,54026.00 ,153961.00 ,1879.00 ,5062.00 ,0.24 ,0.46 ,0.33 ,0.89 
57678af8b3f5ae312530bd4f,玲玲范儿,[false],51.00 ,12375.00 ,33657.00 ,9744.00 ,12555.00 ,51.00 ,8368.00 ,24665.00 ,6189.00 ,6963.00 ,2202.00 ,1513.00 ,43322.00 ,141693.00 ,3267.00 ,6822.00 ,0.18 ,0.68 ,0.39 ,0.82 
5b346e4b1cf3d10cd2ee631b,Koach龙超,[false],528.00 ,12252.00 ,48143.00 ,7.00 ,21.00 ,7.00 ,8.00 ,64.00 ,3.00 ,8.00 ,7.00 ,4.00 ,31645.00 ,137430.00 ,3.00 ,6.00 ,0.50 ,0.00 ,0.38 ,0.75 
623a9d6759b00e00011b11af,勇敢的笑忘,[false],42.00 ,12009.00 ,18038.00 ,11535.00 ,13339.00 ,42.00 ,8639.00 ,12678.00 ,8280.00 ,8944.00 ,1198.00 ,516.00 ,40524.00 ,81686.00 ,1319.00 ,6224.00 ,0.06 ,0.72 ,0.15 ,0.72 
623a9dcc258c930001e966f3,仁慈的眼泪笑了,[false],9.00 ,11993.00 ,22834.00 ,11078.00 ,12411.00 ,9.00 ,6169.00 ,12543.00 ,5816.00 ,5886.00 ,1594.00 ,669.00 ,30099.00 ,68497.00 ,1809.00 ,4925.00 ,0.11 ,0.51 ,0.29 ,0.80 
5edf35bcb52fab283f1426df,叶的冒险,[false],28.00 ,11925.00 ,34578.00 ,10123.00 ,14147.00 ,28.00 ,6384.00 ,22797.00 ,4778.00 ,5825.00 ,2144.00 ,1613.00 ,38046.00 ,146892.00 ,2936.00 ,5512.00 ,0.25 ,0.54 ,0.46 ,0.86 
611cb310a78eee557f64f96a,Yee起Keep,[true],5.00 ,11916.00 ,26625.00 ,9006.00 ,10349.00 ,5.00 ,7306.00 ,19713.00 ,4648.00 ,4713.00 ,1197.00 ,1292.00 ,29604.00 ,83085.00 ,2691.00 ,6111.00 ,0.18 ,0.61 ,0.37 ,0.84 
5bb56a517511ce7169cd1690,阿免就是我-妍瑄,[false],12.00 ,11745.00 ,37578.00 ,4979.00 ,5826.00 ,12.00 ,9945.00 ,32416.00 ,3538.00 ,3646.00 ,1297.00 ,4084.00 ,29202.00 ,89892.00 ,5226.00 ,8910.00 ,0.41 ,0.85 ,0.53 ,0.90 
58648c874933032f5e8c43c8,Koach大羽,[false],276.00 ,11593.00 ,33309.00 ,1495.00 ,1961.00 ,34.00 ,1468.00 ,3583.00 ,1046.00 ,1244.00 ,265.00 ,349.00 ,36692.00 ,129268.00 ,457.00 ,1259.00 ,0.24 ,0.13 ,0.31 ,0.86 
623a9dcde261b900018e5b5a,简单的小狐狸,[false],20.00 ,11305.00 ,20952.00 ,10862.00 ,12169.00 ,20.00 ,9854.00 ,17404.00 ,9573.00 ,10208.00 ,2109.00 ,1252.00 ,29387.00 ,66002.00 ,2199.00 ,7867.00 ,0.13 ,0.87 ,0.22 ,0.80 
60bde5eba78eee1e25cdd105,睿心Wiseheart,[false],12.00 ,11129.00 ,29251.00 ,8958.00 ,12107.00 ,12.00 ,6879.00 ,19302.00 ,4996.00 ,5854.00 ,1364.00 ,1972.00 ,17051.00 ,70139.00 ,2413.00 ,6137.00 ,0.29 ,0.62 ,0.35 ,0.89 
5bd92292e666860c69515c78,ken徐浩,[false],9.00 ,10974.00 ,25108.00 ,6545.00 ,7558.00 ,9.00 ,9126.00 ,20639.00 ,4972.00 ,5065.00 ,1482.00 ,3240.00 ,31766.00 ,117451.00 ,3819.00 ,8304.00 ,0.36 ,0.83 ,0.42 ,0.91 
623a9da77a2da10001b464f8,积极进取的依旧囍欢,[false],22.00 ,10688.00 ,17842.00 ,9833.00 ,10799.00 ,22.00 ,6632.00 ,11518.00 ,6022.00 ,6185.00 ,1045.00 ,413.00 ,32036.00 ,59611.00 ,1371.00 ,5195.00 ,0.06 ,0.62 ,0.21 ,0.78 
623a9d9bca0ace00010feb87,直率的心病i,[false],21.00 ,10559.00 ,15453.00 ,9708.00 ,10129.00 ,20.00 ,9518.00 ,13146.00 ,8819.00 ,8877.00 ,1150.00 ,405.00 ,31173.00 ,50753.00 ,1414.00 ,7508.00 ,0.04 ,0.90 ,0.15 ,0.79 
623a9da2258c930001e9647b,足智多谋的坚强太久,[false],43.00 ,10440.00 ,18521.00 ,9405.00 ,11579.00 ,40.00 ,8569.00 ,14105.00 ,7800.00 ,9084.00 ,1204.00 ,63.00 ,29891.00 ,70901.00 ,1435.00 ,7025.00 ,0.01 ,0.82 ,0.17 ,0.82 
5989e4bb094afb09d8c65bf4,丫丫_Lily1,[false],20.00 ,10313.00 ,24683.00 ,7234.00 ,8857.00 ,20.00 ,8019.00 ,19615.00 ,5158.00 ,5549.00 ,1547.00 ,2385.00 ,36150.00 ,123968.00 ,3085.00 ,7256.00 ,0.30 ,0.78 ,0.38 ,0.90 
5f278085d523e965da498c5f,Rosie的瑜伽乐园,[false],28.00 ,10113.00 ,20572.00 ,8621.00 ,10325.00 ,28.00 ,6746.00 ,14659.00 ,5578.00 ,6209.00 ,1359.00 ,982.00 ,32444.00 ,90404.00 ,1837.00 ,5862.00 ,0.15 ,0.67 ,0.27 ,0.87 
5c8a7706e6668674992a9a5f,Koach-Nicole,[false],202.00 ,10092.00 ,27316.00 ,189.00 ,218.00 ,10.00 ,262.00 ,637.00 ,162.00 ,174.00 ,26.00 ,23.00 ,43148.00 ,122234.00 ,78.00 ,230.00 ,0.09 ,0.03 ,0.30 ,0.88 
623a9d68e261b900018e553c,敏捷的那是完全的覺悟丶,[false],28.00 ,9926.00 ,13549.00 ,9583.00 ,10807.00 ,26.00 ,8658.00 ,11277.00 ,8394.00 ,9101.00 ,802.00 ,479.00 ,29090.00 ,55647.00 ,859.00 ,5902.00 ,0.06 ,0.87 ,0.10 ,0.68 
59119d064933037bb19dccbe,Nikki倪,[false],29.00 ,9751.00 ,20222.00 ,6594.00 ,7699.00 ,29.00 ,6176.00 ,14037.00 ,3555.00 ,3780.00 ,625.00 ,1459.00 ,31587.00 ,82571.00 ,1796.00 ,5479.00 ,0.24 ,0.63 ,0.29 ,0.89 
56153224838a80b116104368,TyphoonChan,[false],4.00 ,9707.00 ,21483.00 ,7378.00 ,8360.00 ,4.00 ,6234.00 ,15638.00 ,4121.00 ,4127.00 ,1292.00 ,1338.00 ,25145.00 ,81123.00 ,2399.00 ,5104.00 ,0.21 ,0.64 ,0.38 ,0.82 
623a9d7139df450001204e8b,简单的學會、放手,[false],33.00 ,9669.00 ,17375.00 ,9126.00 ,10087.00 ,33.00 ,7572.00 ,13521.00 ,7097.00 ,7293.00 ,1834.00 ,687.00 ,40132.00 ,81771.00 ,2076.00 ,6199.00 ,0.09 ,0.78 ,0.27 ,0.82 
58fb662d31f1162861e63d9c,源气Yoga,[false],270.00 ,9667.00 ,25179.00 ,5325.00 ,6241.00 ,30.00 ,7440.00 ,20489.00 ,3585.00 ,3904.00 ,770.00 ,1969.00 ,24804.00 ,75434.00 ,2656.00 ,6199.00 ,0.26 ,0.77 ,0.36 ,0.83 
55bbc736b641e96a0183327d,V-郭小浪,[false],11.00 ,9516.00 ,24884.00 ,6291.00 ,7018.00 ,11.00 ,6336.00 ,19269.00 ,3486.00 ,3520.00 ,976.00 ,1538.00 ,33140.00 ,85090.00 ,2624.00 ,5309.00 ,0.24 ,0.67 ,0.41 ,0.84 
5ff6b65290e13b48b47bc1c7,ChloeTing_,[false],12.00 ,9437.00 ,28922.00 ,7183.00 ,9641.00 ,12.00 ,7536.00 ,23894.00 ,5463.00 ,6548.00 ,2353.00 ,1979.00 ,25858.00 ,109147.00 ,3251.00 ,6864.00 ,0.26 ,0.80 ,0.43 ,0.91 
623a9d728b99580001405709,勤奋的-醒醒吧别傻了,[false],36.00 ,9194.00 ,12699.00 ,8821.00 ,9676.00 ,33.00 ,6696.00 ,8842.00 ,6402.00 ,6445.00 ,836.00 ,252.00 ,40990.00 ,73790.00 ,945.00 ,4880.00 ,0.04 ,0.73 ,0.14 ,0.73 
5a8c29a27511ce21f8606ac3,暴躁熊教练,[false],5.00 ,9002.00 ,18338.00 ,8639.00 ,10215.00 ,5.00 ,4983.00 ,11906.00 ,4650.00 ,4684.00 ,1604.00 ,957.00 ,25163.00 ,72535.00 ,1823.00 ,4176.00 ,0.19 ,0.55 ,0.37 ,0.84 
60dbd64cedd76c63f7a91ea6,不正经运动研究所,[true],4.00 ,8997.00 ,31064.00 ,6943.00 ,10292.00 ,4.00 ,6648.00 ,23153.00 ,4761.00 ,6735.00 ,2252.00 ,1420.00 ,20765.00 ,76301.00 ,2432.00 ,5351.00 ,0.21 ,0.74 ,0.37 ,0.80 
55d00fd69040f8f3d8d14b7a,瘦不了猫,[false],3.00 ,8810.00 ,29724.00 ,6165.00 ,6942.00 ,3.00 ,6263.00 ,24802.00 ,3683.00 ,3693.00 ,1047.00 ,1549.00 ,20390.00 ,63914.00 ,2803.00 ,4915.00 ,0.25 ,0.71 ,0.45 ,0.78 
5fa654719521744ec3af39ce,是胡静没错啊,[false],2.00 ,8582.00 ,14016.00 ,7428.00 ,8764.00 ,2.00 ,4518.00 ,7819.00 ,3574.00 ,3725.00 ,583.00 ,552.00 ,25845.00 ,64026.00 ,971.00 ,3656.00 ,0.12 ,0.53 ,0.21 ,0.81 
5f3b4eec95217466548870cc,节日派对,[false],29.00 ,8527.00 ,22996.00 ,2.00 ,2.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,#N/A,0.00 ,15305.00 ,65309.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 
5b6dfa44fe6e4336884085b2,waacker_AC,[false],1.00 ,8490.00 ,27972.00 ,1670.00 ,1888.00 ,1.00 ,7578.00 ,25784.00 ,1119.00 ,1120.00 ,301.00 ,2112.00 ,20978.00 ,62662.00 ,3722.00 ,6242.00 ,0.28 ,0.89 ,0.49 ,0.82 
57e01dc631f1162b0265c18e,Nikko大宁,[false],5.00 ,8442.00 ,22490.00 ,3374.00 ,3955.00 ,5.00 ,6477.00 ,18297.00 ,1966.00 ,1983.00 ,500.00 ,2095.00 ,23918.00 ,75072.00 ,2751.00 ,5795.00 ,0.32 ,0.77 ,0.42 ,0.89 
5688666256e471f0678ab5a3,馨怡olivia,[false],4.00 ,8371.00 ,15330.00 ,6618.00 ,7010.00 ,4.00 ,5217.00 ,9763.00 ,4093.00 ,4129.00 ,650.00 ,381.00 ,23335.00 ,45591.00 ,1196.00 ,4217.00 ,0.07 ,0.62 ,0.23 ,0.81 
5d27097d790b93640d645649,Koach-Young,[false],340.00 ,8321.00 ,20235.00 ,47.00 ,58.00 ,8.00 ,50.00 ,66.00 ,50.00 ,50.00 ,10.00 ,17.00 ,45354.00 ,113420.00 ,10.00 ,39.00 ,0.34 ,0.01 ,0.20 ,0.78 
623a9d9c59b00e00011b146b,内向的湿润了眼眶,[false],22.00 ,8149.00 ,10866.00 ,7848.00 ,8966.00 ,20.00 ,6821.00 ,8557.00 ,6581.00 ,7053.00 ,455.00 ,306.00 ,18411.00 ,27554.00 ,551.00 ,4356.00 ,0.04 ,0.84 ,0.08 ,0.64 
623a9d727f38740001829fc8,勇敢的迷途知返ゝ,[false],43.00 ,8148.00 ,12345.00 ,7770.00 ,8837.00 ,41.00 ,5142.00 ,7806.00 ,4840.00 ,5010.00 ,731.00 ,193.00 ,33802.00 ,63342.00 ,869.00 ,4382.00 ,0.04 ,0.63 ,0.17 ,0.85 
623a9d968b99580001405903,开朗的大胆的往前走,[false],40.00 ,8123.00 ,11123.00 ,7726.00 ,8168.00 ,37.00 ,6796.00 ,8526.00 ,6612.00 ,6671.00 ,615.00 ,206.00 ,33294.00 ,52117.00 ,693.00 ,4959.00 ,0.03 ,0.84 ,0.10 ,0.73 
557246fbc0eab78198a0f136,马克Mark_workout,[false],13.00 ,7972.00 ,13912.00 ,5916.00 ,6516.00 ,13.00 ,4779.00 ,9428.00 ,2936.00 ,2992.00 ,506.00 ,599.00 ,21634.00 ,44368.00 ,1173.00 ,3978.00 ,0.13 ,0.60 ,0.25 ,0.83 
623a9db44b919400017071d0,足智多谋的青矜,[false],5.00 ,7450.00 ,10583.00 ,7372.00 ,8851.00 ,5.00 ,6413.00 ,8763.00 ,6356.00 ,7248.00 ,675.00 ,704.00 ,10213.00 ,16388.00 ,680.00 ,3955.00 ,0.11 ,0.86 ,0.11 ,0.62 
56d82ead3bbf5fe51b8e5f96,龙爱任,[false],51.00 ,7443.00 ,15010.00 ,5649.00 ,6543.00 ,51.00 ,4668.00 ,10847.00 ,3081.00 ,3362.00 ,588.00 ,843.00 ,21564.00 ,53159.00 ,1279.00 ,3796.00 ,0.18 ,0.63 ,0.27 ,0.81 
5eb61ae3b02f9a4b3170ab3e,Gummy桃姨,[false],14.00 ,7365.00 ,13906.00 ,5814.00 ,6467.00 ,14.00 ,5086.00 ,9713.00 ,3873.00 ,4041.00 ,581.00 ,493.00 ,19293.00 ,41261.00 ,1138.00 ,3951.00 ,0.10 ,0.69 ,0.22 ,0.78 
623a9da7eaf6fb00010ecc08,成熟稳重的你还是没感动,[false],29.00 ,7354.00 ,11365.00 ,7063.00 ,7419.00 ,27.00 ,6416.00 ,9082.00 ,6358.00 ,6432.00 ,1008.00 ,295.00 ,20694.00 ,34476.00 ,1040.00 ,5405.00 ,0.05 ,0.87 ,0.16 ,0.84 
623a9d3a1e3e850001b371d7,会功夫的勤奋的沧海桑田,[false],77.00 ,7264.00 ,11484.00 ,6671.00 ,8095.00 ,75.00 ,4544.00 ,7006.00 ,4058.00 ,4374.00 ,628.00 ,283.00 ,36618.00 ,74840.00 ,818.00 ,3679.00 ,0.06 ,0.63 ,0.18 ,0.81 
5aabe77c7511ce56135380ea,音音INNA,[false],16.00 ,7162.00 ,10231.00 ,6563.00 ,6997.00 ,16.00 ,5633.00 ,8104.00 ,5091.00 ,5210.00 ,614.00 ,392.00 ,19589.00 ,37782.00 ,829.00 ,4322.00 ,0.07 ,0.79 ,0.15 ,0.77 
55f94e62f4421d4a6ea3c3c5,爱健身的帅帅妈,[false],28.00 ,7096.00 ,14733.00 ,6402.00 ,8243.00 ,29.00 ,4578.00 ,10475.00 ,3905.00 ,4533.00 ,1106.00 ,1123.00 ,30194.00 ,101757.00 ,1454.00 ,4038.00 ,0.25 ,0.65 ,0.32 ,0.88 
57e4b37a31f1162b028b3f6e,饷钱Eva,[false],12.00 ,7064.00 ,24474.00 ,3796.00 ,4137.00 ,12.00 ,5406.00 ,20907.00 ,2336.00 ,2349.00 ,658.00 ,1582.00 ,19420.00 ,53817.00 ,2784.00 ,4778.00 ,0.29 ,0.77 ,0.51 ,0.88 
59ca24eee666863660573953,卢昆Kyle,"[false,true]",27.00 ,7063.00 ,19904.00 ,6668.00 ,10654.00 ,27.00 ,4745.00 ,16338.00 ,4416.00 ,7536.00 ,2451.00 ,164.00 ,16176.00 ,55564.00 ,1880.00 ,4449.00 ,0.03 ,0.67 ,0.40 ,0.94 
55b1f138390dc604c8baefaf,浩子不胖,[false],15.00 ,6954.00 ,18469.00 ,4591.00 ,5441.00 ,15.00 ,5535.00 ,16610.00 ,3217.00 ,3296.00 ,1075.00 ,1355.00 ,26026.00 ,75233.00 ,2393.00 ,4549.00 ,0.24 ,0.80 ,0.43 ,0.82 
5872628f8c26a37255545e27,一余鱼yoga,[false],25.00 ,6939.00 ,12602.00 ,6429.00 ,7905.00 ,25.00 ,3643.00 ,7917.00 ,3241.00 ,3843.00 ,828.00 ,573.00 ,28092.00 ,68795.00 ,930.00 ,3209.00 ,0.16 ,0.53 ,0.26 ,0.88 
623a9d70ca0ace00010fe983,才华横溢的笑着放了自己,[false],35.00 ,6711.00 ,13600.00 ,6296.00 ,8082.00 ,36.00 ,4591.00 ,9389.00 ,4215.00 ,4708.00 ,896.00 ,602.00 ,18288.00 ,48914.00 ,1058.00 ,3401.00 ,0.13 ,0.68 ,0.23 ,0.74 
623a9dccca0ace00010fee77,专注的侧耳倾听,[false],8.00 ,6698.00 ,12256.00 ,6321.00 ,7098.00 ,8.00 ,5411.00 ,8552.00 ,5330.00 ,5525.00 ,1065.00 ,389.00 ,19536.00 ,41646.00 ,1103.00 ,4475.00 ,0.07 ,0.81 ,0.20 ,0.83 
5ca01058790b9329c5bad7ba,Koach徐海洋,[false],178.00 ,6668.00 ,23771.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12422.00 ,61505.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
623a9da6e261b900018e58c5,仁慈的几度春秋,[false],26.00 ,6527.00 ,8352.00 ,6465.00 ,7302.00 ,26.00 ,5931.00 ,7301.00 ,5871.00 ,6368.00 ,478.00 ,157.00 ,19738.00 ,37237.00 ,491.00 ,4230.00 ,0.03 ,0.91 ,0.08 ,0.71 
575ffeb9e4809c2e0540a960,Koach小石头,[false],114.00 ,6489.00 ,11933.00 ,1.00 ,2.00 ,4.00 ,8.00 ,10.00 ,7.00 ,8.00 ,#N/A,0.00 ,46810.00 ,86888.00 ,1.00 ,6.00 ,0.00 ,0.00 ,0.13 ,0.75 
621c475ccae44600010bd1ef,斯文的别再吹冷风,[false],35.00 ,6429.00 ,16982.00 ,5471.00 ,8133.00 ,35.00 ,4783.00 ,12312.00 ,4137.00 ,5659.00 ,1164.00 ,822.00 ,18589.00 ,68644.00 ,1383.00 ,4101.00 ,0.17 ,0.74 ,0.29 ,0.86 
5567d251c336449b10e7063b,范李猿,[false],2.00 ,6385.00 ,12138.00 ,5337.00 ,6230.00 ,2.00 ,3008.00 ,6973.00 ,2116.00 ,2140.00 ,626.00 ,562.00 ,16764.00 ,47346.00 ,1126.00 ,2543.00 ,0.19 ,0.47 ,0.37 ,0.85 
566e9ca94885a51f01b29a7c,FelineWang,[false],18.00 ,6368.00 ,15783.00 ,4628.00 ,5554.00 ,17.00 ,4134.00 ,11461.00 ,2530.00 ,2641.00 ,604.00 ,1094.00 ,17154.00 ,47502.00 ,1578.00 ,3455.00 ,0.26 ,0.65 ,0.38 ,0.84 
57a464e9e04d473805c1916d,帅soserious,[false],5.00 ,6246.00 ,18912.00 ,4717.00 ,5967.00 ,5.00 ,4020.00 ,14586.00 ,2618.00 ,2918.00 ,879.00 ,1194.00 ,17480.00 ,62835.00 ,1714.00 ,3391.00 ,0.30 ,0.64 ,0.43 ,0.84 
57220eef10f8732305c7c529,Koach小景,[false],166.00 ,6224.00 ,12927.00 ,1325.00 ,1611.00 ,3.00 ,1312.00 ,2732.00 ,1122.00 ,1285.00 ,319.00 ,154.00 ,20692.00 ,56807.00 ,389.00 ,1068.00 ,0.12 ,0.21 ,0.30 ,0.81 
6139b836d9e7c460bd1e9ec6,MadFit健身,[false],21.00 ,6178.00 ,18573.00 ,4716.00 ,7574.00 ,21.00 ,4323.00 ,13881.00 ,3118.00 ,4827.00 ,1124.00 ,987.00 ,14729.00 ,59894.00 ,1503.00 ,3900.00 ,0.23 ,0.70 ,0.35 ,0.90 
