创作者ID,创作者名称,是否官方,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率
5e900fa6d20f9c0d2abdbcec,Keep_气质芭蕾,[true],100.00 ,77299.00 ,373759.00 ,41002.00 ,63089.00 ,99.00 ,64294.00 ,326954.00 ,29190.00 ,41580.00 ,11593.00 ,22822.00 ,275023.00 ,1106553.00 ,30968.00 ,55451.00 ,0.35 ,0.83 ,0.48 ,0.86 
623a973b7f387400018255da,Keep_燃脂派对,[true],17.00 ,75148.00 ,232922.00 ,66570.00 ,106319.00 ,17.00 ,50450.00 ,176064.00 ,43276.00 ,66667.00 ,17692.00 ,12157.00 ,322747.00 ,1142574.00 ,17635.00 ,45817.00 ,0.24 ,0.67 ,0.35 ,0.91 
5821ab7a31f1164ac4d0e009,Koach潇潇,[false],371.00 ,69307.00 ,142501.00 ,9927.00 ,11893.00 ,62.00 ,7967.00 ,17079.00 ,6414.00 ,6852.00 ,1597.00 ,1404.00 ,139499.00 ,454850.00 ,2369.00 ,6808.00 ,0.18 ,0.11 ,0.30 ,0.85 
5d8c43e8a2d5fc55edcae9a1,荔枝_LizZ,[false],43.00 ,66392.00 ,133029.00 ,56176.00 ,64280.00 ,43.00 ,42407.00 ,92942.00 ,34100.00 ,35258.00 ,9043.00 ,3984.00 ,181809.00 ,449273.00 ,13086.00 ,35974.00 ,0.09 ,0.64 ,0.31 ,0.85 
5fdac82fd523e9130551dfbc,跟鹅练瑜伽,[false],32.00 ,65435.00 ,186030.00 ,46427.00 ,64390.00 ,32.00 ,47345.00 ,140979.00 ,29860.00 ,38020.00 ,8446.00 ,16228.00 ,127516.00 ,535423.00 ,17490.00 ,40721.00 ,0.34 ,0.72 ,0.37 ,0.86 
5689b5f4b4f5dbfc6786b788,凯琳KatherineW,[false],34.00 ,63795.00 ,140163.00 ,52059.00 ,58198.00 ,34.00 ,48151.00 ,110380.00 ,38092.00 ,39311.00 ,9698.00 ,6834.00 ,179921.00 ,470723.00 ,15196.00 ,39803.00 ,0.14 ,0.75 ,0.32 ,0.83 
621c475c4ab54e0001082620,只为守护你ペ,[false],20.00 ,63283.00 ,119213.00 ,57881.00 ,66212.00 ,20.00 ,36302.00 ,74868.00 ,32948.00 ,34560.00 ,8140.00 ,4848.00 ,121017.00 ,298618.00 ,9808.00 ,26488.00 ,0.13 ,0.57 ,0.27 ,0.73 
586c427d4933033638dd0f87,SarahTan谭,[false],96.00 ,62734.00 ,146014.00 ,49395.00 ,60655.00 ,96.00 ,48820.00 ,118543.00 ,36652.00 ,42101.00 ,9347.00 ,10326.00 ,152613.00 ,465851.00 ,15378.00 ,42013.00 ,0.21 ,0.78 ,0.31 ,0.86 
55c81fb4e75f32c6fe8e4848,Daner-雨佳,[false],36.00 ,60599.00 ,137151.00 ,48447.00 ,55092.00 ,36.00 ,45064.00 ,104631.00 ,35551.00 ,37356.00 ,9497.00 ,5961.00 ,150490.00 ,390611.00 ,14556.00 ,36150.00 ,0.13 ,0.74 ,0.32 ,0.80 
5e90034d790b93014b20a31e,跑步机上的Keep君,"[false,true]",44.00 ,60263.00 ,265590.00 ,43167.00 ,100974.00 ,44.00 ,27619.00 ,133846.00 ,3136.00 ,3263.00 ,1066.00 ,12146.00 ,128860.00 ,713789.00 ,16081.00 ,23157.00 ,0.44 ,0.46 ,0.58 ,0.84 
5c6212008c79421ca62c0f70,金达达要逆袭,[false],22.00 ,58393.00 ,101102.00 ,55411.00 ,69860.00 ,22.00 ,39458.00 ,65957.00 ,38071.00 ,44956.00 ,7781.00 ,382.00 ,127474.00 ,275298.00 ,7719.00 ,33305.00 ,0.01 ,0.68 ,0.20 ,0.84 
5b7b7e7888bfd2edf8110a23,Keep_会员,"[true,false]",659.00 ,55521.00 ,195994.00 ,6195.00 ,9331.00 ,648.00 ,45826.00 ,165441.00 ,2689.00 ,3667.00 ,839.00 ,10899.00 ,173733.00 ,841207.00 ,19178.00 ,40471.00 ,0.24 ,0.83 ,0.42 ,0.88 
5867b8de4933032f5ea637a2,小甜筒妈妈,[false],13.00 ,54524.00 ,111527.00 ,38691.00 ,42880.00 ,13.00 ,37594.00 ,78621.00 ,25212.00 ,25542.00 ,5766.00 ,3186.00 ,102745.00 ,252182.00 ,11174.00 ,29193.00 ,0.08 ,0.69 ,0.30 ,0.78 
578903b0ba248528054cf588,扶我起来我还能跳呀,[false],8.00 ,54427.00 ,168734.00 ,26901.00 ,34418.00 ,9.00 ,37998.00 ,124980.00 ,14658.00 ,16115.00 ,4774.00 ,11716.00 ,92691.00 ,385309.00 ,18031.00 ,33455.00 ,0.31 ,0.70 ,0.47 ,0.88 
56a7724f6025f2d8474656d7,Koach新宇,"[false,true]",461.00 ,53518.00 ,151558.00 ,39535.00 ,46538.00 ,16.00 ,28167.00 ,87701.00 ,25567.00 ,26609.00 ,9839.00 ,6774.00 ,157328.00 ,514497.00 ,11377.00 ,23733.00 ,0.24 ,0.53 ,0.40 ,0.84 
603c9871f16ec76047648068,小马哥Marshall,[false],185.00 ,52712.00 ,210032.00 ,41398.00 ,79936.00 ,185.00 ,34336.00 ,161171.00 ,23625.00 ,45397.00 ,10241.00 ,9702.00 ,114637.00 ,569866.00 ,12496.00 ,29110.00 ,0.28 ,0.65 ,0.36 ,0.85 
623a9d698b9958000140567a,内向的只是、追念,[false],34.00 ,52438.00 ,96739.00 ,48527.00 ,53565.00 ,34.00 ,41877.00 ,70247.00 ,39559.00 ,40801.00 ,7995.00 ,1779.00 ,122180.00 ,257427.00 ,9165.00 ,33201.00 ,0.04 ,0.80 ,0.22 ,0.79 
5944f72215e66e0cbfb1fedf,哩哩Lilyy,[false],6.00 ,50989.00 ,126284.00 ,32444.00 ,35967.00 ,6.00 ,40444.00 ,100038.00 ,25040.00 ,25531.00 ,6520.00 ,9977.00 ,90095.00 ,255164.00 ,14970.00 ,33881.00 ,0.25 ,0.79 ,0.37 ,0.84 
623a9d71d611d60001c0ebe7,开朗的心若向阳，无畏悲伤,[false],48.00 ,49696.00 ,96609.00 ,46291.00 ,53709.00 ,48.00 ,39352.00 ,75293.00 ,36409.00 ,38518.00 ,9383.00 ,5112.00 ,126776.00 ,322869.00 ,10906.00 ,31772.00 ,0.13 ,0.79 ,0.28 ,0.81 
623a9dcc84307c0001bf26c5,温柔的东北女汉子,[false],38.00 ,48828.00 ,104209.00 ,47876.00 ,52878.00 ,38.00 ,41736.00 ,84233.00 ,41339.00 ,43521.00 ,10870.00 ,2723.00 ,145017.00 ,312163.00 ,10851.00 ,34209.00 ,0.07 ,0.85 ,0.26 ,0.82 
58312b3c493303326fa7577e,唐晓文Remeidios,[false],37.00 ,47732.00 ,122656.00 ,40267.00 ,50035.00 ,37.00 ,27936.00 ,85225.00 ,21626.00 ,23418.00 ,8050.00 ,7773.00 ,156452.00 ,514609.00 ,11583.00 ,25278.00 ,0.28 ,0.59 ,0.41 ,0.90 
623a9d9657a9d60001df2b52,活泼的追着太阳跑…¤,[false],30.00 ,47091.00 ,74707.00 ,43558.00 ,46552.00 ,30.00 ,43616.00 ,60253.00 ,42560.00 ,44231.00 ,5567.00 ,1826.00 ,110514.00 ,202645.00 ,5906.00 ,31227.00 ,0.04 ,0.93 ,0.14 ,0.72 
57825913fb56673c05f236a0,Rain小尼,[false],14.00 ,47085.00 ,126019.00 ,29422.00 ,35949.00 ,14.00 ,35892.00 ,99296.00 ,19699.00 ,20432.00 ,5877.00 ,11122.00 ,125829.00 ,485490.00 ,15075.00 ,31877.00 ,0.31 ,0.76 ,0.42 ,0.89 
623a9d967f3874000182a1bf,慷慨的风雨兼程,[false],31.00 ,46789.00 ,70867.00 ,44364.00 ,46412.00 ,30.00 ,42691.00 ,57026.00 ,42510.00 ,43196.00 ,7616.00 ,11934.00 ,97629.00 ,202981.00 ,7696.00 ,22336.00 ,0.28 ,0.91 ,0.18 ,0.52 
60ae04ddd9e7c43cc7f6f033,Keep 冠军教练,[true],14.00 ,46577.00 ,120204.00 ,35315.00 ,45519.00 ,14.00 ,28127.00 ,85497.00 ,16331.00 ,18129.00 ,5548.00 ,7395.00 ,106351.00 ,396787.00 ,11657.00 ,24073.00 ,0.26 ,0.60 ,0.41 ,0.86 
5691c5566df4dce91da8caad,曼巴yelomamba,[false],6.00 ,45578.00 ,115036.00 ,40851.00 ,50974.00 ,6.00 ,25392.00 ,70546.00 ,21525.00 ,22627.00 ,7758.00 ,4398.00 ,94944.00 ,337030.00 ,10048.00 ,19598.00 ,0.17 ,0.56 ,0.40 ,0.77 
5eec3b96b52fab500a26321c,Koach-Bingo,[false],126.00 ,44773.00 ,101196.00 ,986.00 ,1156.00 ,27.00 ,805.00 ,1545.00 ,758.00 ,779.00 ,148.00 ,79.00 ,78368.00 ,285265.00 ,171.00 ,669.00 ,0.10 ,0.02 ,0.21 ,0.83 
56bebb8d3eeab6973dbc0645,小贱水,[false],54.00 ,44483.00 ,122753.00 ,28155.00 ,35057.00 ,54.00 ,31540.00 ,95814.00 ,16625.00 ,18706.00 ,4785.00 ,9284.00 ,122519.00 ,430639.00 ,13157.00 ,27263.00 ,0.29 ,0.71 ,0.42 ,0.86 
5663edb59b4a177e576e6dad,Koach亚如,[false],87.00 ,43711.00 ,93853.00 ,1.00 ,1.00 ,20.00 ,101.00 ,145.00 ,98.00 ,104.00 ,23.00 ,4.00 ,78141.00 ,272117.00 ,25.00 ,86.00 ,0.04 ,0.00 ,0.25 ,0.85 
610d11e72bc2362c15004220,Golfy_Dancefitness,[false],396.00 ,43664.00 ,116852.00 ,39596.00 ,58009.00 ,394.00 ,23085.00 ,78942.00 ,20023.00 ,30991.00 ,6735.00 ,3434.00 ,121099.00 ,370817.00 ,6159.00 ,18145.00 ,0.15 ,0.53 ,0.27 ,0.79 
562a5832d2a07e2dbf8e4aaf,Koach王鹏,[false],211.00 ,42922.00 ,116195.00 ,31677.00 ,41651.00 ,82.00 ,29631.00 ,86819.00 ,19898.00 ,23738.00 ,6386.00 ,6440.00 ,128253.00 ,417112.00 ,11595.00 ,25723.00 ,0.22 ,0.69 ,0.39 ,0.87 
583444cd31f1162c3dbeb957,爱瑜伽的HR,[false],48.00 ,41019.00 ,90381.00 ,29091.00 ,32430.00 ,49.00 ,28875.00 ,70582.00 ,18265.00 ,18596.00 ,4452.00 ,5163.00 ,98151.00 ,272965.00 ,9749.00 ,23402.00 ,0.18 ,0.70 ,0.34 ,0.81 
61190902a78eee3c6b564967,龙王77,[false],12.00 ,40476.00 ,63073.00 ,40155.00 ,42065.00 ,12.00 ,38334.00 ,58165.00 ,38315.00 ,38989.00 ,7530.00 ,5169.00 ,92061.00 ,165778.00 ,7717.00 ,24960.00 ,0.13 ,0.95 ,0.20 ,0.65 
559a51f46ca1b84f94c7f812,老韩霸气,[false],3.00 ,38936.00 ,132368.00 ,20885.00 ,25226.00 ,3.00 ,33259.00 ,114398.00 ,16285.00 ,16714.00 ,6072.00 ,11081.00 ,82714.00 ,356932.00 ,16631.00 ,28796.00 ,0.33 ,0.85 ,0.50 ,0.87 
577ed4a27cb5802844e5688e,哈啤酒吃蛤蜊,[false],14.00 ,38911.00 ,91633.00 ,30982.00 ,38341.00 ,14.00 ,26860.00 ,66903.00 ,19530.00 ,20195.00 ,6250.00 ,7280.00 ,117116.00 ,431654.00 ,10682.00 ,23926.00 ,0.27 ,0.69 ,0.40 ,0.89 
5eda0862b52fab3e4d25ba42,莱美LesMills,[false],12.00 ,38831.00 ,125707.00 ,28380.00 ,47221.00 ,12.00 ,24000.00 ,82507.00 ,14315.00 ,19778.00 ,6276.00 ,8480.00 ,76434.00 ,432259.00 ,10728.00 ,21650.00 ,0.35 ,0.62 ,0.45 ,0.90 
5baa1c5f7511ce7169c6528b,Ghoshi巩浩,[false],55.00 ,38419.00 ,95516.00 ,26068.00 ,31101.00 ,55.00 ,24559.00 ,69453.00 ,13955.00 ,14728.00 ,3927.00 ,5897.00 ,110902.00 ,333675.00 ,9678.00 ,20193.00 ,0.24 ,0.64 ,0.39 ,0.82 
623a9db4eb4bb10001af5c2e,侠义的沉世,[false],20.00 ,38120.00 ,108970.00 ,36726.00 ,66788.00 ,20.00 ,33086.00 ,90734.00 ,31735.00 ,52993.00 ,9629.00 ,4878.00 ,63570.00 ,216341.00 ,7653.00 ,23824.00 ,0.15 ,0.87 ,0.23 ,0.72 
,NULL,[true],248.00 ,37544.00 ,136348.00 ,2748.00 ,3580.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6232d1f5bacb640001394d0b,A-SOUL_Official,[true],6.00 ,37375.00 ,115048.00 ,30220.00 ,48622.00 ,6.00 ,21251.00 ,73207.00 ,9965.00 ,11312.00 ,3956.00 ,4079.00 ,186636.00 ,690959.00 ,10834.00 ,18921.00 ,0.19 ,0.57 ,0.51 ,0.89 
5e90029bb52fab25b71c434f,踩单车的Keep君,[true],4.00 ,36448.00 ,121702.00 ,23921.00 ,33052.00 ,4.00 ,21999.00 ,89012.00 ,10846.00 ,11871.00 ,3850.00 ,7650.00 ,57679.00 ,270302.00 ,11032.00 ,18413.00 ,0.35 ,0.60 ,0.50 ,0.84 
58e7e0c331f116051a4d651e,江小南ofelia,[false],40.00 ,35529.00 ,91024.00 ,23487.00 ,25726.00 ,40.00 ,27374.00 ,74327.00 ,16670.00 ,16932.00 ,4767.00 ,4219.00 ,66829.00 ,220866.00 ,10350.00 ,22431.00 ,0.15 ,0.77 ,0.38 ,0.82 
623a9db4ca0ace00010fed06,深情的睿智的溺爱,[false],20.00 ,35384.00 ,90336.00 ,33903.00 ,54649.00 ,20.00 ,31461.00 ,78067.00 ,30085.00 ,46044.00 ,8095.00 ,4543.00 ,61843.00 ,175925.00 ,7266.00 ,21787.00 ,0.14 ,0.89 ,0.23 ,0.69 
5586a4093568e007bf0e9b46,就叫我小A,[false],69.00 ,35303.00 ,91784.00 ,23490.00 ,28870.00 ,68.00 ,23640.00 ,71163.00 ,13088.00 ,14609.00 ,3070.00 ,5356.00 ,115822.00 ,356425.00 ,8604.00 ,19840.00 ,0.23 ,0.67 ,0.36 ,0.84 
623a9d687f38740001829f2e,侠义的不再犯错,[false],59.00 ,34899.00 ,67748.00 ,31235.00 ,41022.00 ,59.00 ,20624.00 ,37498.00 ,18154.00 ,20146.00 ,3702.00 ,1461.00 ,112020.00 ,327295.00 ,4611.00 ,17844.00 ,0.07 ,0.59 ,0.22 ,0.87 
5c7e6e677511ce27d58b6049,koach蓝乔,[false],373.00 ,34215.00 ,71997.00 ,17252.00 ,20007.00 ,48.00 ,9871.00 ,21224.00 ,8913.00 ,9467.00 ,2102.00 ,1055.00 ,198917.00 ,426966.00 ,2579.00 ,8492.00 ,0.11 ,0.29 ,0.26 ,0.86 
57495414a4070fc62671ffff,海洋饼干Sophie,[false],93.00 ,34003.00 ,98432.00 ,25089.00 ,31277.00 ,93.00 ,24353.00 ,78622.00 ,16182.00 ,18204.00 ,6015.00 ,5986.00 ,98161.00 ,369320.00 ,10866.00 ,21700.00 ,0.25 ,0.72 ,0.45 ,0.89 
606c16652bc2366bfd1172e5,Sanne_Vloet,[false],50.00 ,33134.00 ,80048.00 ,27749.00 ,40472.00 ,50.00 ,22444.00 ,57876.00 ,17456.00 ,23278.00 ,4910.00 ,5941.00 ,104356.00 ,422927.00 ,7120.00 ,20081.00 ,0.26 ,0.68 ,0.32 ,0.89 
623a9db4258c930001e96588,才华横溢的学渣总比人渣好,[false],41.00 ,32575.00 ,112193.00 ,30312.00 ,44421.00 ,41.00 ,23291.00 ,83349.00 ,21614.00 ,28859.00 ,9057.00 ,4292.00 ,80594.00 ,278951.00 ,8530.00 ,18925.00 ,0.18 ,0.71 ,0.37 ,0.81 
623a9db51e3e850001b3788d,风趣幽默的趁早,[false],32.00 ,32525.00 ,80053.00 ,31446.00 ,43066.00 ,32.00 ,27077.00 ,62213.00 ,26798.00 ,35029.00 ,8453.00 ,4635.00 ,78630.00 ,200412.00 ,6858.00 ,20545.00 ,0.17 ,0.83 ,0.25 ,0.76 
578e091f14a5c1d00689ccb3,健身教练小金刚,[false],114.00 ,31601.00 ,58852.00 ,26988.00 ,30599.00 ,113.00 ,17022.00 ,37977.00 ,13026.00 ,13498.00 ,2800.00 ,2394.00 ,112964.00 ,263085.00 ,4906.00 ,13816.00 ,0.14 ,0.54 ,0.29 ,0.81 
5d665462b52fab2e94a3855d,Max跳绳健身,[false],6.00 ,31251.00 ,66114.00 ,29133.00 ,36831.00 ,6.00 ,14350.00 ,35994.00 ,12442.00 ,13017.00 ,4174.00 ,2808.00 ,117979.00 ,317224.00 ,5350.00 ,12454.00 ,0.20 ,0.46 ,0.37 ,0.87 
563260aa64cec9b966a16ba5,Koach卢磊,"[false,true]",474.00 ,30169.00 ,75189.00 ,11984.00 ,14009.00 ,20.00 ,10703.00 ,23895.00 ,7376.00 ,7571.00 ,1876.00 ,2402.00 ,136696.00 ,375488.00 ,3691.00 ,9220.00 ,0.22 ,0.35 ,0.34 ,0.86 
623a9dcbeb4bb10001af5d72,倔强的落梅香带雪,[false],39.00 ,30120.00 ,55561.00 ,28674.00 ,33700.00 ,39.00 ,21095.00 ,35930.00 ,20874.00 ,22804.00 ,4452.00 ,1736.00 ,84457.00 ,196852.00 ,4435.00 ,17935.00 ,0.08 ,0.70 ,0.21 ,0.85 
5c0750c27511ce4e03680c4f,Koach阿泽,[false],417.00 ,29900.00 ,97930.00 ,9397.00 ,10937.00 ,24.00 ,15957.00 ,57157.00 ,7401.00 ,7725.00 ,2870.00 ,5751.00 ,110132.00 ,324369.00 ,8526.00 ,13945.00 ,0.36 ,0.53 ,0.53 ,0.87 
58fdfe1c387e281bd15fc40a,昕叫瘦,[false],48.00 ,29545.00 ,68501.00 ,19961.00 ,23251.00 ,47.00 ,21579.00 ,52056.00 ,13791.00 ,14318.00 ,3652.00 ,4250.00 ,84069.00 ,250104.00 ,7619.00 ,18530.00 ,0.20 ,0.73 ,0.35 ,0.86 
5f3ca08d650b9c01c77ea216,成33Jane,[false],53.00 ,29083.00 ,74615.00 ,21288.00 ,24348.00 ,53.00 ,19330.00 ,56195.00 ,12408.00 ,12755.00 ,3648.00 ,4433.00 ,80094.00 ,215601.00 ,7984.00 ,16336.00 ,0.23 ,0.66 ,0.41 ,0.85 
57974dbdd7f73e3c0599a276,自由之凨,[false],11.00 ,28217.00 ,70338.00 ,21453.00 ,25573.00 ,11.00 ,20748.00 ,53097.00 ,14688.00 ,15000.00 ,5116.00 ,5300.00 ,72333.00 ,288933.00 ,8777.00 ,17853.00 ,0.26 ,0.74 ,0.42 ,0.86 
5828a919493303326f58671c,朱晓梦Meng,[false],19.00 ,27358.00 ,63607.00 ,20168.00 ,22838.00 ,19.00 ,17986.00 ,48384.00 ,11602.00 ,12080.00 ,3089.00 ,4035.00 ,67573.00 ,183430.00 ,6742.00 ,15620.00 ,0.22 ,0.66 ,0.37 ,0.87 
56c3cfba3650096574ea13c7,Clown洛先生,[false],7.00 ,26591.00 ,56643.00 ,18158.00 ,20398.00 ,10.00 ,18097.00 ,40524.00 ,11647.00 ,11759.00 ,2985.00 ,4459.00 ,69094.00 ,175951.00 ,6194.00 ,16182.00 ,0.25 ,0.68 ,0.34 ,0.89 
55f031c9119a30efbc49cb4a,BeckG,[false],8.00 ,26278.00 ,47391.00 ,25121.00 ,28484.00 ,8.00 ,18377.00 ,33410.00 ,17775.00 ,18386.00 ,4789.00 ,414.00 ,64487.00 ,139461.00 ,4979.00 ,15767.00 ,0.02 ,0.70 ,0.27 ,0.86 
5592ae4d159f9646a66f7fd7,樂樂_LaUReN,[false],74.00 ,25010.00 ,80119.00 ,15340.00 ,22577.00 ,74.00 ,20648.00 ,68501.00 ,11368.00 ,15306.00 ,3897.00 ,6960.00 ,78892.00 ,460729.00 ,8624.00 ,18522.00 ,0.34 ,0.83 ,0.42 ,0.90 
623a9da2ca0ace00010febf6,百折不挠的碎梦3,[false],13.00 ,24885.00 ,35326.00 ,24193.00 ,25260.00 ,13.00 ,23396.00 ,31628.00 ,22953.00 ,23421.00 ,2543.00 ,682.00 ,60205.00 ,94217.00 ,2759.00 ,17748.00 ,0.03 ,0.94 ,0.12 ,0.76 
5752fbcd6077642105d47b52,sniper派先生,[false],7.00 ,24253.00 ,75244.00 ,13250.00 ,14778.00 ,7.00 ,20272.00 ,66502.00 ,9636.00 ,9826.00 ,2488.00 ,6816.00 ,47128.00 ,156121.00 ,9167.00 ,17490.00 ,0.34 ,0.84 ,0.45 ,0.86 
623a9da284307c0001bf242d,睿智的青春逃不过一场爱情,[false],36.00 ,24076.00 ,44088.00 ,23237.00 ,30814.00 ,36.00 ,16005.00 ,28624.00 ,15290.00 ,17728.00 ,3239.00 ,1079.00 ,60178.00 ,150971.00 ,3438.00 ,11562.00 ,0.07 ,0.66 ,0.21 ,0.72 
623a9d3bd611d60001c0e85b,简单的真心换来无情゛,[false],42.00 ,23891.00 ,35584.00 ,23041.00 ,25152.00 ,35.00 ,21752.00 ,29801.00 ,21447.00 ,22473.00 ,2764.00 ,1000.00 ,66342.00 ,107919.00 ,2803.00 ,15723.00 ,0.05 ,0.91 ,0.13 ,0.72 
623a9da17a2da10001b464a4,倔强的奇葩苑里的一枝花！,[false],23.00 ,23531.00 ,39296.00 ,23145.00 ,25472.00 ,23.00 ,18029.00 ,29448.00 ,17812.00 ,18055.00 ,4220.00 ,1556.00 ,94339.00 ,181109.00 ,4327.00 ,14198.00 ,0.09 ,0.77 ,0.24 ,0.79 
574afe665a0d972805a28bdf,Chili徐辣儿,[false],9.00 ,23517.00 ,75472.00 ,16003.00 ,18137.00 ,9.00 ,15299.00 ,58947.00 ,8592.00 ,8656.00 ,2485.00 ,3595.00 ,56756.00 ,203492.00 ,6702.00 ,13156.00 ,0.23 ,0.65 ,0.44 ,0.86 
56ac40f873c3121234a9b810,只有86斤的孙静,[false],37.00 ,23107.00 ,52459.00 ,19556.00 ,26849.00 ,37.00 ,14496.00 ,32408.00 ,11837.00 ,15323.00 ,2375.00 ,1410.00 ,56765.00 ,171492.00 ,3102.00 ,11273.00 ,0.10 ,0.63 ,0.21 ,0.78 
5fcf4f9bd9e7c429d62d4904,马可Kramer-TML,[false],108.00 ,22816.00 ,61409.00 ,18056.00 ,27042.00 ,108.00 ,13193.00 ,46080.00 ,8570.00 ,12238.00 ,2634.00 ,2652.00 ,60020.00 ,220506.00 ,4283.00 ,10776.00 ,0.20 ,0.58 ,0.32 ,0.82 
5daf7fb5790b935c8898c6d8,爱跑步Chris,[false],26.00 ,22636.00 ,46902.00 ,18151.00 ,21143.00 ,26.00 ,10671.00 ,28545.00 ,7135.00 ,7307.00 ,1923.00 ,2041.00 ,75224.00 ,197584.00 ,3828.00 ,8718.00 ,0.19 ,0.47 ,0.36 ,0.82 
5e3a37dfd20f9c3df2c1f389,全是瑜Allyoga,[false],17.00 ,22204.00 ,60459.00 ,12538.00 ,15082.00 ,17.00 ,16104.00 ,46948.00 ,7438.00 ,8001.00 ,1911.00 ,5176.00 ,46834.00 ,159343.00 ,6550.00 ,13727.00 ,0.32 ,0.73 ,0.41 ,0.85 
592a5e2e8c26a34c253ecd0f,王诗意Fit舞蹈,[false],5.00 ,21812.00 ,77570.00 ,9803.00 ,10978.00 ,5.00 ,17213.00 ,69247.00 ,5347.00 ,5492.00 ,1361.00 ,6119.00 ,39949.00 ,154783.00 ,8696.00 ,14559.00 ,0.36 ,0.79 ,0.51 ,0.85 
57bdcfcbabfc017810ece40e,布鲁斯FreeSoul,[false],23.00 ,20920.00 ,42797.00 ,18825.00 ,22947.00 ,23.00 ,11206.00 ,23204.00 ,9637.00 ,10644.00 ,2254.00 ,1250.00 ,58008.00 ,159051.00 ,2995.00 ,8674.00 ,0.11 ,0.54 ,0.27 ,0.77 
593651d5493303784ee1b882,YEAH老师,[false],22.00 ,20003.00 ,45072.00 ,14423.00 ,15752.00 ,22.00 ,12694.00 ,33108.00 ,8184.00 ,8251.00 ,2163.00 ,1794.00 ,51214.00 ,140508.00 ,4567.00 ,10351.00 ,0.14 ,0.63 ,0.36 ,0.82 
55bcca95aa34ceb6b1ae64d1,bell姐姐今天跳舞了吗,[false],6.00 ,19997.00 ,55730.00 ,13288.00 ,14365.00 ,6.00 ,14116.00 ,45990.00 ,7924.00 ,7937.00 ,2294.00 ,3295.00 ,53792.00 ,133505.00 ,6294.00 ,12305.00 ,0.23 ,0.71 ,0.45 ,0.87 
5ceecbc7c73d801d817a1ba8,二宝威廉妈妈,[false],30.00 ,19926.00 ,61115.00 ,12164.00 ,13939.00 ,30.00 ,13427.00 ,48900.00 ,6367.00 ,6548.00 ,1863.00 ,4092.00 ,67204.00 ,181939.00 ,6377.00 ,11098.00 ,0.30 ,0.67 ,0.47 ,0.83 
5805c96f31f116684ff2afe9,颜婕,[false],12.00 ,19919.00 ,25117.00 ,19835.00 ,21550.00 ,12.00 ,7577.00 ,10856.00 ,7520.00 ,7772.00 ,1224.00 ,690.00 ,72816.00 ,144884.00 ,1251.00 ,5384.00 ,0.09 ,0.38 ,0.17 ,0.71 
5548e75378153de9315a95ad,郑凌-Yoga,[false],22.00 ,19340.00 ,42646.00 ,15640.00 ,18303.00 ,21.00 ,12803.00 ,30610.00 ,9568.00 ,10076.00 ,2402.00 ,2860.00 ,36323.00 ,114371.00 ,4064.00 ,10822.00 ,0.22 ,0.66 ,0.32 ,0.85 
5d6cba03c73d801f341755c0,Koach-Suki,"[false,true]",93.00 ,19290.00 ,48131.00 ,15050.00 ,17505.00 ,18.00 ,13746.00 ,37180.00 ,10341.00 ,10890.00 ,3213.00 ,2952.00 ,49568.00 ,144156.00 ,5155.00 ,11010.00 ,0.21 ,0.71 ,0.38 ,0.80 
55dd059817f6f4c914340101,毛远祥,[false],13.00 ,19023.00 ,54096.00 ,12065.00 ,14398.00 ,13.00 ,12760.00 ,42212.00 ,6454.00 ,6895.00 ,1944.00 ,3605.00 ,36070.00 ,126185.00 ,5559.00 ,10960.00 ,0.28 ,0.67 ,0.44 ,0.86 
623a9d6957a9d60001df28c7,别具慧眼的看清人心,[false],64.00 ,18995.00 ,27042.00 ,17927.00 ,19769.00 ,63.00 ,16099.00 ,21953.00 ,15271.00 ,16339.00 ,1302.00 ,571.00 ,62736.00 ,116090.00 ,1456.00 ,11844.00 ,0.04 ,0.85 ,0.09 ,0.74 
5e5f6929790b932519d4d56c,JamieSayi,[false],18.00 ,18478.00 ,48031.00 ,11706.00 ,13597.00 ,18.00 ,14125.00 ,40628.00 ,7769.00 ,8162.00 ,1817.00 ,3434.00 ,48205.00 ,143825.00 ,5445.00 ,11447.00 ,0.24 ,0.76 ,0.39 ,0.81 
5808a5e931f1162b4cdd6095,泥老师啊,[false],43.00 ,17829.00 ,37942.00 ,14158.00 ,16258.00 ,43.00 ,13044.00 ,29455.00 ,9736.00 ,10296.00 ,2432.00 ,2136.00 ,46316.00 ,119357.00 ,4043.00 ,11000.00 ,0.16 ,0.73 ,0.31 ,0.84 
623a9d712bfd5a0001901512,开朗的留胡渣的硬汉,[false],27.00 ,17777.00 ,33022.00 ,16129.00 ,19075.00 ,27.00 ,14184.00 ,24979.00 ,12775.00 ,13741.00 ,3132.00 ,1172.00 ,69656.00 ,166578.00 ,3678.00 ,11953.00 ,0.08 ,0.80 ,0.26 ,0.84 
