创作者ID,创作者名称,0,1,2,3,4,5
5e900e47b52fab25b7214433,减脂塑形中的Keep君,3.178778471678166,1.504495599931339,-0.04404626606270156,-0.07689079267208505,0.044752868704859686,0.09513084018237655
5f0fc67f650b9c74c0c09e9d,帕梅拉_PamelaReif,2.953186794991355,1.3591841295964708,-0.3763379594904793,-0.16154514941451945,0.1791700958098808,-0.03440631795922491
5588c6cbb7d3f7ee66a50bb0,Keep_课程,1.8641589311231799,0.7272490220254876,0.1230644882276331,0.04038005232254821,-0.03294149995960128,0.10442057246734543
57bae2760a64ee6335f9a80e,爱跑步的Keep君,1.6727983635584927,0.45736422648324937,-0.2716405896465159,-0.00021212935005646784,0.09382126821441025,0.00960544071217284
5f046d6ad523e91a22fb9c58,韩小四AprilHan,1.4149142554613958,0.4501315225874293,-0.2999159208164004,-0.08593809390824725,0.04044631087791089,-0.0909505081312669
55e25ecd46fcd1542d79335f,孵小蛋Sophia,0.831585827976534,0.5154175608305427,-0.18223962636242053,0.012900410640997402,-0.028062726402398708,-0.09306244466791234
5e900ef2b52fab25b7219384,增肌中的Keep君,0.9317712907655573,0.019154437079275707,-0.1606326154023035,0.029856127445264242,0.08292300059900104,-0.04552185021224023
56cfe665af1acaf20330c4f7,语姐姐,0.6608813150206015,0.22347640017926407,-0.032168164612477776,0.018907762832576037,-0.051806934540763266,-0.028389899743223222
57a31cbf0d67f923059a5a83,周六野Zoey,0.6403179376171216,0.13414530324700039,0.007364674310953682,0.014747367481001007,-0.04957977456556258,0.023192408768777848
6051ae7da78eee41a7fd5de6,挺住别胖啊,0.8029530952997397,-0.012528382491995808,0.2777771622237682,0.054920418588925386,-0.08526668973782346,0.1338088156710583
5abcb4ebe666864ca1d33e40,im斯文姐,0.3979158069989627,0.11589166942991831,-0.05565104478024534,-0.009308126786300277,-0.03912722253658224,-0.03062386090880232
623a9d97eaf6fb00010ecb21,慷慨的觅眸,0.2304955477839213,0.4428313933796791,-0.10728222330132141,-0.015273554048836934,-0.22475023929420918,-0.15726921044537195
5701fc7bbdd5b65b71140b7c,Koach-Punk,0.33296585986204813,0.2948172369633332,0.16506727538510216,0.06603992913202213,-0.07281845173891247,-0.15410467461384156
57d12cc931f11615833b6e47,全家桶你造嘛,0.6336201504023348,-0.15814204541830337,-0.07548825351549274,0.010364406061648878,-0.05117681186119818,-0.030676448961542015
557cdbcabf13604068ae6a76,安安小雨_,0.5193501460054064,-0.05449054517558949,0.18719842274550771,0.04174648254300902,-0.07416023982067287,0.005940001507122687
5f113f85650b9c74c032a67b,欧阳春晓Aurora,0.5679210343858793,-0.23732131643537052,-0.07249579913417085,0.012463705266931396,-0.1203325285835907,-0.05277716540947764
57c3c043493303162d569d8c,Jessie六六要自律,0.3200077093285774,0.08137515238488824,-0.02016606676293438,0.013128724289130199,-0.038130838670376345,-0.0055264842606780685
5cc9bcd6d20f9c47d9f6cdc8,猫叔慢跑,0.43543667487778276,-0.011995260586920199,0.10172526249213183,0.05698273297604485,-0.06366080678027564,-0.030726778147119063
623a9da884307c0001bf2489,气质超好的大方的素颜,0.21803445511345348,0.2349949789192375,-0.05380903034776793,0.12202050462127312,0.01468727122169993,-0.012658945710326613
5638c42178f2402305feee70,男人要活出你的霸气,0.27800985470048495,0.0456440967020107,0.04388770871607019,0.024308278081795476,-0.06935720090938978,-0.053250011906262266
57209de54714702202cd6705,Koach团子,0.26677294727435824,0.2472037435871664,0.8394235892607389,0.1472893077623001,-0.05879445306290476,-0.11734628311530676
5783b1828ea21744059ecc96,点滴斯诺,-0.0038425780094497974,0.33599682882777787,-0.03554731160929566,-0.14072612908156942,-0.13143125825376495,-0.04925999032106107
5e9001a8d20f9c0d2ab7bcdc,练瑜伽的Keep君,0.37511233972953445,-0.19980060270737193,0.07350820970954665,0.09426348366520866,0.07199463340322457,0.0633908033667853
62207f878b21f80001b76321,伴你入睡的 Keep 君,0.4354720471497438,-0.23033457685043812,0.06708001736967402,0.13153480585845093,-0.008797042442814321,0.034447787905492876
56fde40b5bc83f494b2d9733,向安茜,0.17398301505763747,0.020807067859467038,-0.02623026260269037,-0.05363495173823101,-0.13679290852094061,-0.047009627540362024
56d16ad982ecf1ab7a9227fd,Ternura刘建,0.25099738223107804,-0.08422823462768052,-0.01592919385538183,0.023358323302405157,0.0039327951138636566,-0.035355436681742625
5a39dd651cf3d1376437a27f,赵没力,0.3266075606782887,-0.09119774807191997,0.28633396235216846,0.07423317466424467,0.009589450644559194,0.033012604964809976
5690afe91c705473183af9d6,Jay潘潘,0.14900030622626956,0.0369753949472156,-0.07273906391109901,0.03660341089121098,-0.08399652809646303,-0.058429886213414585
5e9001e06fbc5661efd8e3ea,跳操跳舞的Keep君,0.2101302216291676,-0.06579290527434316,0.01554738232531243,0.01661418506298635,-0.024584184583006766,0.007588049943192401
5e900f0c790b93014b25baf2,修炼体态的Keep君 ,0.17522923434982443,-0.05544573384519792,-0.09564687752770415,0.04898076518183897,-0.03896312926719576,-0.05332887825233687
5a839775e66686127449fc21,古月子辰,0.13994570648685298,0.0791677847040497,0.08546981934357246,0.021055815043674004,-0.08802420982427175,0.019269071519582105
57028cca6cd4753005d9bfba,Derek大骏,0.19166961919692174,-0.02744701250459171,0.08393503021367713,0.031924410325132546,-0.03934860184355188,-0.005142786775860765
621c475c710fa300018b2b99,月球上的温柔少女心,0.13939484874254976,0.04002707110768989,0.008696639030228638,0.02748762929567646,-0.08702364913611726,-0.01656030070957221
59ef0d871cf3d14e9edafe81,Koach-Jonathan乔纳森,0.2712839771349541,-0.27008937673524586,-0.04818653108145159,-0.002197075364005132,-0.022715477851355893,-0.0011940753542149887
56492e6cec3142e6c7cbae03,魔力桃桃,0.09996755844961182,0.08816454805137623,0.12179569187911851,0.0719097945035385,-0.028698306409071537,0.029695037528389923
5cdad45fd20f9c3a8e4d4118,爱健身的较真万,0.12103813584526547,-0.07402755377358959,-0.06365154551210737,-0.010246187249977563,-0.03783115124787595,-0.06946670127061834
5808852d4933031fb0924942,miss朱zhu,0.08730378612703492,0.0015085531073126867,-0.051392766944452474,0.03145076556740577,-0.020944802334229903,-0.021170903142932844
559d1eebac29b6b694a5e46f,楚仔Charlotte,0.1214280049265421,-0.060705827716664655,0.017948553071778506,0.006683254525461654,-0.053806400836467226,0.0074231122669570285
56aede59da2e4c2838799e7e,闫帅奇,0.09929588699220027,-0.04308443813260574,-0.028601435312500353,0.03179439196440987,-0.008685547316577474,-0.033755284469833335
5a2e43c51cf3d162335f5fe5,周政廷,0.1905982813571776,-0.14909593526727466,0.04586614791700567,0.018208859301797765,0.016259597832929438,0.04476806697860446
5e4124ce6fbc567d16ffa527,八一师傅,0.15343253510061636,-0.1490527779763311,-0.05446468074431875,0.006678207372190188,0.007584241195403349,-0.03674363928950149
571da97a3a8fdb88019c021b,MissCC就是我鸭,0.10258227036213692,-0.08092611230339201,-0.08441809919870526,0.026262075876550016,-0.07025983472262594,-0.08591491304582975
58880ea2387e283039554eb0,Nne-,0.00912367825050984,0.12199286929046417,0.015306677321936368,0.05684327806544023,-0.09879065679894863,-0.04193157701870548
5e6a31dab52fab635d5d1cb4,芥末味小丸子,0.030073500895982232,0.052751638029938944,-0.036169380796054244,0.03355774747591058,-0.0925822661927873,-0.014740767616419272
5c00d94a1cf3d16cc070447b,EmiWong_王艾米,0.04666036091985786,0.05865697484671604,0.0990287333860355,0.04751298211962369,-0.08287876362419407,0.022562368113825663
623a9d3deaf6fb00010ec663,勤奋的不浪漫罪名,-0.08755394941295407,0.22254062522670703,0.017430692598446245,0.027394216390483266,-0.05747262786169334,0.021142752319190137
5506c982d104a6c9311cd7a1,Koach大婷婷,0.1076066460441356,0.06853144582019022,0.5599937773155728,0.10030654456546663,-0.06642546684388677,-0.1187142309993706
623a9dcdd611d60001c0f0b2,爱地球的坚强的该用户已成仙,-0.11952757436092083,0.2539795639377539,-0.07758609078953098,0.05290809205137964,-0.21174912651237376,-0.08077883875272993
56c9a197d303c32105b46b9e,白鹳yoga,0.06056467439319285,-0.055132363343241717,-0.025373689925122733,0.09662273391794148,-0.013573272992904643,-0.02264680404175526
5e900fcc6fbc5661efded8a9,Keep热汗瑜伽,0.14281279572202707,-0.10524979235647441,0.07169273683596702,0.014565214255416223,-0.011066484981463745,0.07921324476496049
616693a9edd76c0291366003,嗨皮燃脂,0.06623734335325056,-0.03099839674215645,-0.022271518527143305,-0.08272040319740874,-0.12039150577044425,-0.009818673218359221
56eea9715a9ef22e05b551ce,Koach-Jojo,0.12066209410094833,0.08402215444017792,0.7156808245098658,0.09592336344065872,-0.04741155608874587,-0.04216392584370922
623a9d6839df450001204df4,浪漫的梦想无需昭告天下。,-0.1363036668826851,0.28168980695050616,0.011577151415078818,0.15366610893114369,-0.01622073986293476,0.01247439612241421
54bf30dd9eb5cd2c4c90be46,Keep,0.2734820416269452,-0.26049170677904837,0.12474909561020103,0.25388344357033954,-0.1561823524965427,0.09810839396825066
5e74946f6fbc56402e7af737,ZumbaxKeep_官方合作,0.1698904315296841,-0.2762125209980386,-0.0458927957598871,-0.03501593023398239,0.024620610200363612,-0.016922535608310366
61c18d1fa7f80e0001766dc4,美丽芭蕾 X Keep 官方合作,0.17200424118840382,-0.24733355016162298,-0.04248084592982109,-0.03275172418571563,-0.10819329813220405,-0.047805535319665436
621c475b39b2dd0001a10e47,空城仅有旧梦在,0.0030343615590580366,0.03347007681398824,0.00949730230281632,0.0180401489914875,-0.04682065872728596,-0.043596799966079104
5bf2cf41fe6e4348fb5265b3,黑妞福大玥,-0.0005420260540715868,-0.008308997153956074,-0.016664187035502414,-0.04900667982765055,-0.0004984639915278657,-0.05312607291273144
5dc28fc2b52fab4eb10764bf,瘦身女王郑多燕,0.1658374103039702,-0.25474370747244623,-0.06287250618330097,-0.027721400541423073,-0.07227775770992162,-0.06604255305890426
5d6e7ee5b52fab2e94a80304,Koach-Vivi,0.23939591410640565,-0.07381818635357311,0.8425801987411528,0.11370001437260616,0.014348954038009619,-0.01937042625074138
58f8a37f8c26a3632ac9ce78,王小宅Joye,0.0255051579247278,-0.0650415327727131,-0.07500980903207607,-0.01076978215853914,-0.060294058288892845,-0.058661630544882236
56e8b33ee10e55ed62b7ef69,大越越moon,0.040758200893256886,-0.041449638040414356,-0.01439608792409633,-0.004405753284476948,-0.13486974340518434,-0.005890594551905094
626667fe2fce7700013bb273,励娜Lina,-0.08172781340816672,0.09974651073001646,-0.0403390586183294,-0.11236129502938899,-0.04848384318804445,-0.018078209331088932
587bcc6c31f1160acb2feada,Holisticfit_Cece,0.14873910950118882,-0.203842101010224,-0.0029300225275659545,0.021966878274375608,-0.076433730329576,0.018616752938807907
56e6617ec262fdf346ffd9d3,罗洪Ric,0.22603994880792574,-0.3145358725482346,0.02598150801240112,0.0396710560326965,-0.006032421783608441,0.05673756490036891
623a9d9539df4500012050ba,敏捷的女人╮活得坚强些,-0.1687099583342895,0.3118735695297518,0.03292827900560723,0.14394395508954894,-0.028468430480805815,0.029238655690132623
57ec80e331f1160ba7e19da8,Koach-Fiona,-0.024287042222379658,0.10163558837322062,0.2689470854279088,-0.024338829014355547,-0.054599029694436405,-0.1729202339861728
59e88b827511ce4e24ee6d6f,Mr彦Alex,0.07562462822421953,0.10605318590862435,0.4588535215775155,0.11294291843657057,-0.08283098188420047,0.15302413716917904
55edf12db744bee9c6245488,佳宝_JIABAO,0.036760781372120015,-0.0447875709353247,-0.01544207767623836,0.010389736324050025,-0.04606365122008662,0.027428287148172248
565328ae46be44e04bd0845f,Leon家庭健身,0.12795161424084156,-0.22357151424211166,-0.058650480605888344,-0.0030998032100897966,-0.002996753771548469,0.009204177747345768
55bce79ce188b7ebac88506b,奥博朗AllblancTV,0.12647367880021174,-0.11006614861896563,0.16503539714015786,0.05753021923998557,-0.04836610747471219,0.06682134102399091
5752daf68f3e26c41e987b8a,晓勒小乐笑了xjbl,0.2037465371494351,-0.342167138478399,-0.0868705367068164,0.04664134508427168,0.0016544126684720883,-0.012613007652505344
56d068cf7efda849070dcf52,猫有力39,-0.07778188091941693,0.13114160149523996,0.008885305116518225,0.10660562674198029,0.01371811608923875,-0.07890850132698232
6258e298fe9ada0001aaee80,growwithjo,0.19024904360553832,-0.25213443245857736,0.06243631781268164,0.001977682369290582,0.08934395020629002,0.10201600780308111
5b685c967511ce3080e7e2f8,K-小咪,0.01782823182541619,-0.025067027619029125,0.022971700639933205,0.01024681847549577,-0.07098819569217543,0.004173190608621223
623a9d3c57a9d60001df267d,简单的时光不染回忆不淡,-0.13658595020135617,0.2135419882736163,0.024988545918797067,0.0065939964265093985,-0.06176650897151799,0.033588945843724176
5d9deb1fa2d5fc1909a4de8c,我是上雅,0.06171281981166366,-0.1369874546826462,-0.06933731283108976,-0.014472494700818218,-0.0699834437184252,-0.0524426302801425
54fe6e5c944fd9ce2dafc97a,__Erik,0.09202953194036663,-0.15222178510104534,-0.014681026256194319,0.03463534770364423,-0.02973778186868552,-0.02873719741684914
60a71da3ad076b6a2e2212ce,又见一莲幽梦,0.09750330100761648,-0.1586391798845671,-0.039356803989937426,0.06464145820959095,-0.03856576621503625,-0.059288547582510565
5e900fa6d20f9c0d2abdbcec,Keep_气质芭蕾,0.2425987281280298,-0.32985185824048247,0.06609995665085053,0.08163147004147853,-0.017238175184867265,0.06484992646574825
623a973b7f387400018255da,Keep_燃脂派对,0.06512063397808968,-0.12935446683838744,-0.04371048762370091,-0.055283824400560386,0.015199113822422798,0.057852495106342945
5821ab7a31f1164ac4d0e009,Koach潇潇,0.03428739045480075,-0.00021326465562467232,0.4675614176590112,-0.12057369896887747,0.05442627578451198,-0.07859990818323806
5d8c43e8a2d5fc55edcae9a1,荔枝_LizZ,-0.08337066369402774,0.0991220013672223,0.00760508198291487,-0.05096536166311906,-0.10477588116808711,-0.0045142924516007555
5fdac82fd523e9130551dfbc,跟鹅练瑜伽,0.14539045707602635,-0.2709500480179838,-0.02339746760171342,0.033223512603176214,0.10654511504699471,0.06853208018715272
5689b5f4b4f5dbfc6786b788,凯琳KatherineW,-0.039957985087745444,0.029682588834926492,-0.018329691841275825,0.006169662589084404,-0.06517022177765318,0.0070920334343249555
621c475c4ab54e0001082620,只为守护你ペ,-0.08834761740634946,0.08722168299208195,-0.0225084633463656,0.02719043436033973,0.02547779925633306,-0.07070129672489839
586c427d4933033638dd0f87,SarahTan谭,0.04132990286683386,-0.052413637311678286,0.0829886818356879,0.0387603114840558,-0.022893623812781407,0.10085611049941527
55c81fb4e75f32c6fe8e4848,Daner-雨佳,-0.051778769436814594,0.047477264416383204,-0.014306476551992253,0.02367684537033627,-0.06679833191650039,-0.017012358298441787
5e90034d790b93014b20a31e,跑步机上的Keep君,0.30844876292877105,-0.5249199123212086,-8.446190587468752e-05,-0.00652913179449339,0.08198535033482836,-0.06203216055602779
5c6212008c79421ca62c0f70,金达达要逆袭,-0.2069847601834172,0.26629518336617347,-0.019800707613784895,-0.05552060091539702,-0.09516931452987812,0.01629923072966085
5b7b7e7888bfd2edf8110a23,Keep_会员,0.33836029717894917,-0.07112076027370812,0.9960549906905168,0.2504391353608822,-0.3448583472267663,0.3944514692685524
5867b8de4933032f5ea637a2,小甜筒妈妈,-0.11967994995522535,0.12113593980032167,-0.045154875470101524,0.0025001148552386914,-0.08098298670950942,-0.05853921718213655
578903b0ba248528054cf588,扶我起来我还能跳呀,0.1444292388792681,-0.304246409624917,-0.06795227471151076,-0.013844975110727442,0.0008751983406700621,-0.003492314369206366
56a7724f6025f2d8474656d7,Koach新宇,0.15096365101659653,-0.13170246970264643,0.5106892427941055,0.013765503572296188,-0.004742435568287836,-0.10268161104575833
